method,estimate,flow,cq,runid
composite,16.241229790739595,unaltered,enrich,27
truth,13.825405396945005,unaltered,enrich,27
pw,12.657586757442935,base,none,27
beale,NA,base,none,27
rating,12.940916201135169,base,none,27
composite,13.484621456689453,base,none,27
truth,15.717470209973659,base,none,27
pw,5.655637963602235,storm,none,27
beale,NA,storm,none,27
rating,10.195979841196966,storm,none,27
composite,10.026291773162413,storm,none,27
truth,13.659501744309734,storm,none,27
pw,10.109652297074135,unaltered,none,27
beale,NA,unaltered,none,27
rating,10.954522713419426,unaltered,none,27
composite,11.335106256327382,unaltered,none,27
truth,13.498199843608832,unaltered,none,27
pw,13.958252237001046,base,chemostatic,27
beale,NA,base,chemostatic,27
rating,15.793481356051146,base,chemostatic,27
composite,15.7804741420242,base,chemostatic,27
truth,15.754906348842388,base,chemostatic,27
pw,6.236798749232263,storm,chemostatic,27
beale,NA,storm,chemostatic,27
rating,13.644932874819816,storm,chemostatic,27
composite,13.56093209159243,storm,chemostatic,27
truth,13.745641918131469,storm,chemostatic,27
pw,11.148497695104503,unaltered,chemostatic,27
beale,NA,unaltered,chemostatic,27
rating,13.54541952591083,unaltered,chemostatic,27
composite,13.52839815218387,unaltered,chemostatic,27
truth,13.535623977688214,unaltered,chemostatic,27
pw,14.079316981512713,base,dilution,28
beale,NA,base,dilution,28
rating,12.147415993999045,base,dilution,28
composite,11.995906693333769,base,dilution,28
truth,12.544197905955722,base,dilution,28
pw,29.435756415685706,storm,dilution,28
beale,NA,storm,dilution,28
rating,13.419474860157697,storm,dilution,28
composite,9.884743352237582,storm,dilution,28
truth,17.864562645415514,storm,dilution,28
pw,16.017342047028478,unaltered,dilution,28
beale,NA,unaltered,dilution,28
rating,12.472146255708427,unaltered,dilution,28
composite,12.205264103550764,unaltered,dilution,28
truth,13.719393810706176,unaltered,dilution,28
pw,6.6545443959294595,base,enrich,28
beale,NA,base,enrich,28
rating,15.30017974930555,base,enrich,28
composite,15.440304963884229,base,enrich,28
truth,14.91264817026269,base,enrich,28
pw,1.1841496582184734,storm,enrich,28
beale,NA,storm,enrich,28
rating,71.98899981376674,storm,enrich,28
composite,72.48279021159307,storm,enrich,28
truth,76.41002814070723,storm,enrich,28
pw,3.828793746277142,unaltered,enrich,28
beale,NA,unaltered,enrich,28
rating,16.689972973016047,unaltered,enrich,28
composite,16.75100164693723,unaltered,enrich,28
truth,14.008936086908205,unaltered,enrich,28
pw,13.416141929950832,base,none,28
beale,NA,base,none,28
rating,14.407623759908425,base,none,28
composite,14.637313571755369,base,none,28
truth,16.060426300200596,base,none,28
pw,6.032751560861401,storm,none,28
beale,NA,storm,none,28
rating,11.875654667592826,storm,none,28
composite,11.115267706604664,storm,none,28
truth,13.939551313414668,storm,none,28
pw,10.722330501017854,unaltered,none,28
beale,NA,unaltered,none,28
rating,12.211710587266909,unaltered,none,28
composite,12.261525144632444,unaltered,none,28
truth,13.604346967001419,unaltered,none,28
pw,13.809736718946262,base,chemostatic,28
beale,NA,base,chemostatic,28
rating,16.045727585506743,base,chemostatic,28
composite,16.026050243056357,base,chemostatic,28
truth,16.017733712277444,base,chemostatic,28
pw,6.209736836513429,storm,chemostatic,28
beale,NA,storm,chemostatic,28
rating,13.809941804060594,storm,chemostatic,28
composite,13.768151863643926,storm,chemostatic,28
truth,13.83432534004344,storm,chemostatic,28
pw,11.036895853197521,unaltered,chemostatic,28
beale,NA,unaltered,chemostatic,28
rating,13.555551399721589,unaltered,chemostatic,28
composite,13.542458698425534,unaltered,chemostatic,28
truth,13.560827684542963,unaltered,chemostatic,28
pw,15.019321100638177,base,dilution,29
beale,NA,base,dilution,29
rating,12.670426263192615,base,dilution,29
composite,12.493532800804761,base,dilution,29
truth,12.450077551771603,base,dilution,29
pw,29.18605487687432,storm,dilution,29
beale,NA,storm,dilution,29
rating,13.52075568681605,storm,dilution,29
composite,12.818797224055468,storm,dilution,29
truth,17.46807557882681,storm,dilution,29
pw,15.974177344331132,unaltered,dilution,29
beale,NA,unaltered,dilution,29
rating,12.595889367301748,unaltered,dilution,29
composite,12.646650148969739,unaltered,dilution,29
truth,13.621002405482697,unaltered,dilution,29
pw,5.894049607408606,base,enrich,29
beale,NA,base,enrich,29
rating,12.42307367316475,base,enrich,29
composite,12.800371577063801,base,enrich,29
truth,14.232226661950182,base,enrich,29
pw,1.153034933418089,storm,enrich,29
beale,NA,storm,enrich,29
rating,54.512750939885244,storm,enrich,29
composite,55.14963115517367,storm,enrich,29
truth,76.70875466954283,storm,enrich,29
pw,3.72730746445986,unaltered,enrich,29
beale,NA,unaltered,enrich,29
rating,13.069854747790963,unaltered,enrich,29
composite,13.322706372990888,unaltered,enrich,29
truth,13.910833904474927,unaltered,enrich,29
pw,14.092228276760293,base,none,29
beale,NA,base,none,29
rating,14.30645844866446,base,none,29
composite,14.930602360587756,base,none,29
truth,15.81670741569207,base,none,29
pw,6.312206237493113,storm,none,29
beale,NA,storm,none,29
rating,10.471504304496632,storm,none,29
composite,10.402847581085876,storm,none,29
truth,13.782672775153287,storm,none,29
pw,11.267375815368837,unaltered,none,29
beale,NA,unaltered,none,29
rating,11.959806980418659,unaltered,none,29
composite,12.421686588625489,unaltered,none,29
truth,13.531718762913606,unaltered,none,29
pw,13.69589062358617,base,chemostatic,29
beale,NA,base,chemostatic,29
rating,15.628459406030883,base,chemostatic,29
composite,15.647733793758645,base,chemostatic,29
truth,15.822102011574641,base,chemostatic,29
pw,6.134678244234248,storm,chemostatic,29
beale,NA,storm,chemostatic,29
rating,13.69861339884454,storm,chemostatic,29
composite,13.730619656945326,storm,chemostatic,29
truth,13.744692553810317,storm,chemostatic,29
pw,10.950485881400157,unaltered,chemostatic,29
beale,NA,unaltered,chemostatic,29
rating,13.378907445975761,unaltered,chemostatic,29
composite,13.394484905655307,unaltered,chemostatic,29
truth,13.53265170800912,unaltered,chemostatic,29
pw,14.51936160005196,base,dilution,30
beale,NA,base,dilution,30
rating,12.236476289573027,base,dilution,30
composite,11.91657791409458,base,dilution,30
truth,12.659242086191767,base,dilution,30
pw,28.70428509066138,storm,dilution,30
beale,NA,storm,dilution,30
rating,13.612408514899531,storm,dilution,30
composite,11.498563188353708,storm,dilution,30
truth,25.31619195890221,storm,dilution,30
pw,15.85033826886562,unaltered,dilution,30
beale,NA,unaltered,dilution,30
rating,12.67870391722899,unaltered,dilution,30
composite,12.544938319437344,unaltered,dilution,30
truth,14.668286277616625,unaltered,dilution,30
pw,6.209809464978218,base,enrich,30
beale,NA,base,enrich,30
rating,15.979733407845952,base,enrich,30
composite,16.204367953217698,base,enrich,30
truth,14.85451548857834,base,enrich,30
pw,1.2345585395606422,storm,enrich,30
beale,NA,storm,enrich,30
rating,62.1786832678391,storm,enrich,30
composite,62.86934953993993,storm,enrich,30
truth,78.37661214602934,storm,enrich,30
pw,3.9863562364253675,unaltered,enrich,30
beale,NA,unaltered,enrich,30
rating,14.383703256949227,unaltered,enrich,30
composite,14.608358998733314,unaltered,enrich,30
truth,14.2100312732087,unaltered,enrich,30
pw,14.89300870466156,base,none,30
beale,NA,base,none,30
rating,18.21223165658522,base,none,30
composite,18.87689995858445,base,none,30
truth,16.084597438355207,base,none,30
pw,6.555571740881587,storm,none,30
beale,NA,storm,none,30
rating,17.150254996710473,storm,none,30
composite,18.13615492293201,storm,none,30
truth,13.799858653317395,storm,none,30
pw,11.702247787714054,unaltered,none,30
beale,NA,unaltered,none,30
rating,15.68624357124325,unaltered,none,30
composite,16.29954233637819,unaltered,none,30
truth,13.545924137398853,unaltered,none,30
pw,13.855026447763917,base,chemostatic,30
beale,NA,base,chemostatic,30
rating,15.649558943050339,base,chemostatic,30
composite,15.547471135353563,base,chemostatic,30
truth,16.134973431613023,base,chemostatic,30
pw,6.0986749992094484,storm,chemostatic,30
beale,NA,storm,chemostatic,30
rating,13.356035222055139,storm,chemostatic,30
composite,13.252106032726607,storm,chemostatic,30
truth,13.849893015720514,storm,chemostatic,30
pw,10.886648615622999,unaltered,chemostatic,30
beale,NA,unaltered,chemostatic,30
rating,13.163820764841109,unaltered,chemostatic,30
composite,13.06877755190003,unaltered,chemostatic,30
truth,13.59166904389597,unaltered,chemostatic,30
pw,13.815121788422031,base,dilution,31
beale,NA,base,dilution,31
rating,11.525240351767597,base,dilution,31
composite,11.256963645685946,base,dilution,31
truth,12.187346732048635,base,dilution,31
pw,26.426061427013774,storm,dilution,31
beale,NA,storm,dilution,31
rating,12.46100267187324,storm,dilution,31
composite,10.775779761908055,storm,dilution,31
truth,16.92849941718081,storm,dilution,31
pw,14.507177752061592,unaltered,dilution,31
beale,NA,unaltered,dilution,31
rating,11.540247210973238,unaltered,dilution,31
composite,11.513084918724568,unaltered,dilution,31
truth,13.126604685669971,unaltered,dilution,31
pw,5.841121147951497,base,enrich,31
beale,NA,base,enrich,31
rating,15.220353974873346,base,enrich,31
composite,15.57664928353867,base,enrich,31
truth,13.442226572593219,base,enrich,31
pw,1.2092470218552078,storm,enrich,31
beale,NA,storm,enrich,31
rating,66.35939421096865,storm,enrich,31
composite,67.15875409269339,storm,enrich,31
truth,74.12248152034685,storm,enrich,31
pw,3.9147614565083626,unaltered,enrich,31
beale,NA,unaltered,enrich,31
rating,15.603074086466568,unaltered,enrich,31
composite,15.930201821472387,unaltered,enrich,31
truth,13.55844327978431,unaltered,enrich,31
pw,13.335137962637232,base,none,31
beale,NA,base,none,31
rating,15.81096149332179,base,none,31
composite,16.029525327281434,base,none,31
truth,15.553318491084044,base,none,31
pw,6.115754174980761,storm,none,31
beale,NA,storm,none,31
rating,14.341646850773929,storm,none,31
composite,14.544497949709658,storm,none,31
truth,13.743205373509802,storm,none,31
pw,10.929715395388166,unaltered,none,31
beale,NA,unaltered,none,31
rating,13.809669357118944,unaltered,none,31
composite,14.017785813290837,unaltered,none,31
truth,13.529716355333171,unaltered,none,31
pw,13.47273429822831,base,chemostatic,31
beale,NA,base,chemostatic,31
rating,15.471875285974129,base,chemostatic,31
composite,15.475540586854807,base,chemostatic,31
truth,15.539273135525699,base,chemostatic,31
pw,6.178858536271282,storm,chemostatic,31
beale,NA,storm,chemostatic,31
rating,13.721831547330893,storm,chemostatic,31
composite,13.709835034794347,storm,chemostatic,31
truth,13.718099073093724,storm,chemostatic,31
pw,11.042491790478524,unaltered,chemostatic,31
beale,NA,unaltered,chemostatic,31
rating,13.457087432006684,unaltered,chemostatic,31
composite,13.456067141838343,unaltered,chemostatic,31
truth,13.51568509815911,unaltered,chemostatic,31
pw,14.254695764559358,base,dilution,32
beale,NA,base,dilution,32
rating,12.214269074232014,base,dilution,32
composite,12.160607848828082,base,dilution,32
truth,12.402807369135854,base,dilution,32
pw,27.873561375649878,storm,dilution,32
beale,NA,storm,dilution,32
rating,13.14844879957966,storm,dilution,32
composite,12.458610192906058,storm,dilution,32
truth,17.020733055978432,storm,dilution,32
pw,15.341483356207515,unaltered,dilution,32
beale,NA,unaltered,dilution,32
rating,12.196503261789791,unaltered,dilution,32
composite,12.214449262268188,unaltered,dilution,32
truth,13.211909388836728,unaltered,dilution,32
pw,5.758042959130996,base,enrich,32
beale,NA,base,enrich,32
rating,11.97665236369545,base,enrich,32
composite,12.217695551949706,base,enrich,32
truth,14.362781549793429,base,enrich,32
pw,1.12046552101707,storm,enrich,32
beale,NA,storm,enrich,32
rating,48.14267817730426,storm,enrich,32
composite,48.69803636207861,storm,enrich,32
truth,75.41230812647589,storm,enrich,32
pw,3.6686719575074327,unaltered,enrich,32
beale,NA,unaltered,enrich,32
rating,11.901900341772793,unaltered,enrich,32
composite,12.091954581624323,unaltered,enrich,32
truth,13.805312184198904,unaltered,enrich,32
pw,13.673095611961037,base,none,32
beale,NA,base,none,32
rating,14.87444927765121,base,none,32
composite,15.564528797537339,base,none,32
truth,15.841042130667113,base,none,32
pw,6.167309305865686,storm,none,32
beale,NA,storm,none,32
rating,12.869929895739851,storm,none,32
composite,13.430401851517292,storm,none,32
truth,13.835153975684666,storm,none,32
pw,10.982667315841029,unaltered,none,32
beale,NA,unaltered,none,32
rating,12.614983331080607,unaltered,none,32
composite,13.225254085954548,unaltered,none,32
truth,13.531355793232281,unaltered,none,32
pw,13.824792576362519,base,chemostatic,32
beale,NA,base,chemostatic,32
rating,15.872852929542189,base,chemostatic,32
composite,15.947514023761956,base,chemostatic,32
truth,15.85806778543465,base,chemostatic,32
pw,6.235732882119072,storm,chemostatic,32
beale,NA,storm,chemostatic,32
rating,13.79533053547467,storm,chemostatic,32
composite,13.919375233199249,storm,chemostatic,32
truth,13.779908529144327,storm,chemostatic,32
pw,11.104515165086449,unaltered,chemostatic,32
beale,NA,unaltered,chemostatic,32
rating,13.566366689056668,unaltered,chemostatic,32
composite,13.63397551430804,unaltered,chemostatic,32
truth,13.538353778339445,unaltered,chemostatic,32
pw,15.46565095817517,base,dilution,33
beale,NA,base,dilution,33
rating,12.417128531338314,base,dilution,33
composite,12.457498249706367,base,dilution,33
truth,12.557643657944407,base,dilution,33
pw,29.387906406402536,storm,dilution,33
beale,NA,storm,dilution,33
rating,13.422893477848126,storm,dilution,33
composite,12.691475770481645,storm,dilution,33
truth,17.326074441340154,storm,dilution,33
pw,16.058927670783962,unaltered,dilution,33
beale,NA,unaltered,dilution,33
rating,12.497614072953466,unaltered,dilution,33
composite,12.781873808825075,unaltered,dilution,33
truth,13.656013819767843,unaltered,dilution,33
pw,5.500370027100257,base,enrich,33
beale,NA,base,enrich,33
rating,13.94018006432293,base,enrich,33
composite,13.922480407462317,base,enrich,33
truth,14.522450907733804,base,enrich,33
pw,1.088150671437458,storm,enrich,33
beale,NA,storm,enrich,33
rating,53.771963330334785,storm,enrich,33
composite,54.20467298181066,storm,enrich,33
truth,76.56724429459247,storm,enrich,33
pw,3.5955928057417728,unaltered,enrich,33
beale,NA,unaltered,enrich,33
rating,12.791468438906216,unaltered,enrich,33
composite,12.868352833661222,unaltered,enrich,33
truth,14.013256602534122,unaltered,enrich,33
pw,14.832011259271722,base,none,33
beale,NA,base,none,33
rating,15.39701262588535,base,none,33
composite,16.225905289091855,base,none,33
truth,16.033145559503463,base,none,33
pw,6.6225640393131595,storm,none,33
beale,NA,storm,none,33
rating,11.99073461822943,storm,none,33
composite,12.913509127177253,storm,none,33
truth,13.785144292007091,storm,none,33
pw,11.851572296814046,unaltered,none,33
beale,NA,unaltered,none,33
rating,12.884440256128935,unaltered,none,33
composite,13.620140524797035,unaltered,none,33
truth,13.591258434645624,unaltered,none,33
pw,13.7022770538189,base,chemostatic,33
beale,NA,base,chemostatic,33
rating,15.403812885209742,base,chemostatic,33
composite,15.418029698723283,base,chemostatic,33
truth,15.99026308415554,base,chemostatic,33
pw,6.11813230768695,storm,chemostatic,33
beale,NA,storm,chemostatic,33
rating,12.898217581951458,storm,chemostatic,33
composite,12.817511319452041,storm,chemostatic,33
truth,13.733157711953957,storm,chemostatic,33
pw,10.94885408968363,unaltered,chemostatic,33
beale,NA,unaltered,chemostatic,33
rating,13.011631220968667,unaltered,chemostatic,33
composite,13.004520163349925,unaltered,chemostatic,33
truth,13.54972017706814,unaltered,chemostatic,33
pw,14.867020825858734,base,dilution,34
beale,NA,base,dilution,34
rating,12.252110224330474,base,dilution,34
composite,12.345082812343918,base,dilution,34
truth,12.604306153871795,base,dilution,34
pw,28.908423321800594,storm,dilution,34
beale,NA,storm,dilution,34
rating,13.49064583619656,storm,dilution,34
composite,14.443862898698729,storm,dilution,34
truth,17.587618450297782,storm,dilution,34
pw,15.856228087049077,unaltered,dilution,34
beale,NA,unaltered,dilution,34
rating,12.52457927286196,unaltered,dilution,34
composite,12.725476847386567,unaltered,dilution,34
truth,13.695461726210155,unaltered,dilution,34
pw,5.88565962203303,base,enrich,34
beale,NA,base,enrich,34
rating,14.595391458543622,base,enrich,34
composite,14.731776905900999,base,enrich,34
truth,14.891163937131836,base,enrich,34
pw,1.201662621607146,storm,enrich,34
beale,NA,storm,enrich,34
rating,61.82396421164551,storm,enrich,34
composite,62.339264045334716,storm,enrich,34
truth,77.42778397708406,storm,enrich,34
pw,3.9089608357621435,unaltered,enrich,34
beale,NA,unaltered,enrich,34
rating,14.563388995168753,unaltered,enrich,34
composite,14.688171290449876,unaltered,enrich,34
truth,14.094141833963235,unaltered,enrich,34
pw,13.141176409957566,base,none,34
beale,NA,base,none,34
rating,15.818110049123613,base,none,34
composite,16.512633953401178,base,none,34
truth,16.027179299164523,base,none,34
pw,5.827566010326113,storm,none,34
beale,NA,storm,none,34
rating,15.200608237204428,storm,none,34
composite,16.019604516409338,storm,none,34
truth,13.704959140891877,storm,none,34
pw,10.382277793920483,unaltered,none,34
beale,NA,unaltered,none,34
rating,13.592345168559435,unaltered,none,34
composite,14.231614887892157,unaltered,none,34
truth,13.516559749648637,unaltered,none,34
pw,13.987782477370402,base,chemostatic,34
beale,NA,base,chemostatic,34
rating,15.950267057151748,base,chemostatic,34
composite,16.00250981118343,base,chemostatic,34
truth,16.070616749002635,base,chemostatic,34
pw,6.203000643320803,storm,chemostatic,34
beale,NA,storm,chemostatic,34
rating,13.579767959942021,storm,chemostatic,34
composite,13.56831479871239,storm,chemostatic,34
truth,13.788530034251412,storm,chemostatic,34
pw,11.051144803972822,unaltered,chemostatic,34
beale,NA,unaltered,chemostatic,34
rating,13.463648477150212,unaltered,chemostatic,34
composite,13.50023912173115,unaltered,chemostatic,34
truth,13.559193786981393,unaltered,chemostatic,34
pw,14.050511876466661,base,dilution,35
beale,NA,base,dilution,35
rating,12.116060119239199,base,dilution,35
composite,12.235826281635216,base,dilution,35
truth,12.817484404901226,base,dilution,35
pw,26.843008721106962,storm,dilution,35
beale,NA,storm,dilution,35
rating,13.052246941753063,storm,dilution,35
composite,12.244044510693298,storm,dilution,35
truth,18.06000228281119,storm,dilution,35
pw,14.969039856133772,unaltered,dilution,35
beale,NA,unaltered,dilution,35
rating,12.074320121902,unaltered,dilution,35
composite,12.130605519586227,unaltered,dilution,35
truth,14.17445784161172,unaltered,dilution,35
pw,7.293352622361522,base,enrich,35
beale,NA,base,enrich,35
rating,18.96508741475471,base,enrich,35
composite,19.06354624501076,base,enrich,35
truth,15.913655635496172,base,enrich,35
pw,1.2623285009654546,storm,enrich,35
beale,NA,storm,enrich,35
rating,72.19502168183266,storm,enrich,35
composite,72.87495650007074,storm,enrich,35
truth,80.31946809099638,storm,enrich,35
pw,4.068554478895669,unaltered,enrich,35
beale,NA,unaltered,enrich,35
rating,16.738004638989064,unaltered,enrich,35
composite,16.967338549140653,unaltered,enrich,35
truth,14.40424457567697,unaltered,enrich,35
pw,14.25483085051068,base,none,35
beale,NA,base,none,35
rating,15.115357836296806,base,none,35
composite,15.802018701210551,base,none,35
truth,16.351009778923704,base,none,35
pw,6.258864661734017,storm,none,35
beale,NA,storm,none,35
rating,11.511348719870778,storm,none,35
composite,12.172036162235777,storm,none,35
truth,13.864884366859105,storm,none,35
pw,11.144405782319414,unaltered,none,35
beale,NA,unaltered,none,35
rating,12.408087486570956,unaltered,none,35
composite,13.003294438634443,unaltered,none,35
truth,13.60452245139643,unaltered,none,35
pw,14.403202985202888,base,chemostatic,35
beale,NA,base,chemostatic,35
rating,16.89701498713445,base,chemostatic,35
composite,16.904539739713293,base,chemostatic,35
truth,16.314242727601297,base,chemostatic,35
pw,6.3240103741138904,storm,chemostatic,35
beale,NA,storm,chemostatic,35
rating,14.748549528849715,storm,chemostatic,35
composite,14.782524580043155,storm,chemostatic,35
truth,13.830564821196798,storm,chemostatic,35
pw,11.260402898885669,unaltered,chemostatic,35
beale,NA,unaltered,chemostatic,35
rating,14.125494038538905,unaltered,chemostatic,35
composite,14.134040572172555,unaltered,chemostatic,35
truth,13.575092894597974,unaltered,chemostatic,35
pw,14.048087051232516,base,dilution,36
beale,NA,base,dilution,36
rating,11.474754503505238,base,dilution,36
composite,11.678135930905468,base,dilution,36
truth,12.299710291733701,base,dilution,36
pw,27.33695382088732,storm,dilution,36
beale,NA,storm,dilution,36
rating,12.62002053131591,storm,dilution,36
composite,10.990513712630456,storm,dilution,36
truth,17.105547637278534,storm,dilution,36
pw,14.913574893959673,unaltered,dilution,36
beale,NA,unaltered,dilution,36
rating,11.72155452203,unaltered,dilution,36
composite,11.735069758864938,unaltered,dilution,36
truth,13.316586707150535,unaltered,dilution,36
pw,6.080037238199747,base,enrich,36
beale,NA,base,enrich,36
rating,13.490805194786619,base,enrich,36
composite,13.635571122283546,base,enrich,36
truth,13.618817275331827,base,enrich,36
pw,1.1404933844079388,storm,enrich,36
beale,NA,storm,enrich,36
rating,57.721801024428174,storm,enrich,36
composite,58.33147984363424,storm,enrich,36
truth,73.72364989670677,storm,enrich,36
pw,3.729733961243571,unaltered,enrich,36
beale,NA,unaltered,enrich,36
rating,13.758397366818086,unaltered,enrich,36
composite,13.952498177233393,unaltered,enrich,36
truth,13.617072173988426,unaltered,enrich,36
pw,12.948977893894309,base,none,36
beale,NA,base,none,36
rating,14.300245925407395,base,none,36
composite,14.9006667588629,base,none,36
truth,15.607548801676394,base,none,36
pw,5.8678288209208915,storm,none,36
beale,NA,storm,none,36
rating,12.28853874936497,storm,none,36
composite,12.754497304006904,storm,none,36
truth,13.65316824506961,storm,none,36
pw,10.499890318451476,unaltered,none,36
beale,NA,unaltered,none,36
rating,12.316421416893744,unaltered,none,36
composite,12.851809890216787,unaltered,none,36
truth,13.502669892283215,unaltered,none,36
pw,13.788959934040978,base,chemostatic,36
beale,NA,base,chemostatic,36
rating,15.799313533533388,base,chemostatic,36
composite,15.83873119745437,base,chemostatic,36
truth,15.622341761302822,base,chemostatic,36
pw,6.248466649220269,storm,chemostatic,36
beale,NA,storm,chemostatic,36
rating,13.908075462291448,storm,chemostatic,36
composite,13.81800354761795,storm,chemostatic,36
truth,13.714051240180305,storm,chemostatic,36
pw,11.181003481457786,unaltered,chemostatic,36
beale,NA,unaltered,chemostatic,36
rating,13.676712769421362,unaltered,chemostatic,36
composite,13.697856714217824,unaltered,chemostatic,36
truth,13.523066779750321,unaltered,chemostatic,36
pw,13.894903628885,base,dilution,37
beale,NA,base,dilution,37
rating,11.89688379741927,base,dilution,37
composite,11.99829948426819,base,dilution,37
truth,12.498567191523833,base,dilution,37
pw,28.16325112185175,storm,dilution,37
beale,NA,storm,dilution,37
rating,13.124646981423995,storm,dilution,37
composite,12.169638639039423,storm,dilution,37
truth,17.651753492977246,storm,dilution,37
pw,15.506275336263725,unaltered,dilution,37
beale,NA,unaltered,dilution,37
rating,12.24050957755736,unaltered,dilution,37
composite,12.267583657073528,unaltered,dilution,37
truth,13.496493752935374,unaltered,dilution,37
pw,6.029828712392332,base,enrich,37
beale,NA,base,enrich,37
rating,14.1478291535655,base,enrich,37
composite,14.06392093606585,base,enrich,37
truth,14.235835474031996,base,enrich,37
pw,1.1568845282098217,storm,enrich,37
beale,NA,storm,enrich,37
rating,54.5921542622168,storm,enrich,37
composite,55.302431021933074,storm,enrich,37
truth,75.67994117204708,storm,enrich,37
pw,3.7417516104275164,unaltered,enrich,37
beale,NA,unaltered,enrich,37
rating,13.361519965426885,unaltered,enrich,37
composite,13.615839107385206,unaltered,enrich,37
truth,13.901721080902927,unaltered,enrich,37
pw,13.930777106040324,base,none,37
beale,NA,base,none,37
rating,14.836593793398253,base,none,37
composite,15.63619439212397,base,none,37
truth,15.900746129814047,base,none,37
pw,6.270198925480504,storm,none,37
beale,NA,storm,none,37
rating,12.031834512335944,storm,none,37
composite,12.887063225969156,storm,none,37
truth,13.721073940488708,storm,none,37
pw,11.167177829297971,unaltered,none,37
beale,NA,unaltered,none,37
rating,12.49938070595277,unaltered,none,37
composite,13.217777946858844,unaltered,none,37
truth,13.532423891764859,unaltered,none,37
pw,13.974159732838006,base,chemostatic,37
beale,NA,base,chemostatic,37
rating,15.919858303004908,base,chemostatic,37
composite,15.841283461124368,base,chemostatic,37
truth,15.923363630163802,base,chemostatic,37
pw,6.289725309246521,storm,chemostatic,37
beale,NA,storm,chemostatic,37
rating,13.580008312216933,storm,chemostatic,37
composite,13.471265950446814,storm,chemostatic,37
truth,13.774826479543501,storm,chemostatic,37
pw,11.201954174110906,unaltered,chemostatic,37
beale,NA,unaltered,chemostatic,37
rating,13.521337196508226,unaltered,chemostatic,37
composite,13.445197755407584,unaltered,chemostatic,37
truth,13.556496049834962,unaltered,chemostatic,37
pw,15.112445454574559,base,dilution,38
beale,NA,base,dilution,38
rating,12.59720980948698,base,dilution,38
composite,12.693030788644252,base,dilution,38
truth,12.471451223558086,base,dilution,38
pw,29.50358162467909,storm,dilution,38
beale,NA,storm,dilution,38
rating,13.614809730554379,storm,dilution,38
composite,11.767034592158875,storm,dilution,38
truth,17.289445064801708,storm,dilution,38
pw,16.12086845916044,unaltered,dilution,38
beale,NA,unaltered,dilution,38
rating,12.666782041096875,unaltered,dilution,38
composite,12.675339021201363,unaltered,dilution,38
truth,13.393529611676437,unaltered,dilution,38
pw,5.926492700660072,base,enrich,38
beale,NA,base,enrich,38
rating,16.3495757457102,base,enrich,38
composite,16.613553287166855,base,enrich,38
truth,14.548396410498006,base,enrich,38
pw,1.2126618615510443,storm,enrich,38
beale,NA,storm,enrich,38
rating,73.61839624226522,storm,enrich,38
composite,74.3195290760832,storm,enrich,38
truth,76.35953246786579,storm,enrich,38
pw,3.8851249046823413,unaltered,enrich,38
beale,NA,unaltered,enrich,38
rating,16.707962257565057,unaltered,enrich,38
composite,16.96663650991028,unaltered,enrich,38
truth,13.948798888480686,unaltered,enrich,38
pw,13.62027506748255,base,none,38
beale,NA,base,none,38
rating,16.723271261705076,base,none,38
composite,16.875561426829343,base,none,38
truth,15.997544051901945,base,none,38
pw,6.034024286841108,storm,none,38
beale,NA,storm,none,38
rating,16.218148971331072,storm,none,38
composite,16.016327828297165,storm,none,38
truth,13.840613861766611,storm,none,38
pw,10.804909720058806,unaltered,none,38
beale,NA,unaltered,none,38
rating,14.566768919248249,unaltered,none,38
composite,14.653261322142512,unaltered,none,38
truth,13.598608011502924,unaltered,none,38
pw,13.957628514346323,base,chemostatic,38
beale,NA,base,chemostatic,38
rating,16.069437470993666,base,chemostatic,38
composite,15.984845034901518,base,chemostatic,38
truth,15.934443426413951,base,chemostatic,38
pw,6.183477868471439,storm,chemostatic,38
beale,NA,storm,chemostatic,38
rating,14.262872022666564,storm,chemostatic,38
composite,14.074537779511626,storm,chemostatic,38
truth,13.727142435371098,storm,chemostatic,38
pw,11.072530859797466,unaltered,chemostatic,38
beale,NA,unaltered,chemostatic,38
rating,13.71881229394703,unaltered,chemostatic,38
composite,13.62465268171853,unaltered,chemostatic,38
truth,13.539849045206056,unaltered,chemostatic,38
pw,13.391961787527697,base,dilution,39
beale,NA,base,dilution,39
rating,11.657270922303516,base,dilution,39
composite,11.619240262920457,base,dilution,39
truth,12.352354396478278,base,dilution,39
pw,27.381777050044693,storm,dilution,39
beale,NA,storm,dilution,39
rating,12.391685887032605,storm,dilution,39
composite,9.132529572180959,storm,dilution,39
truth,17.115940430935492,storm,dilution,39
pw,14.83012422007178,unaltered,dilution,39
beale,NA,unaltered,dilution,39
rating,11.561134758045256,unaltered,dilution,39
composite,11.22466475890942,unaltered,dilution,39
truth,13.285412525530923,unaltered,dilution,39
pw,4.371429372480486,base,enrich,39
beale,NA,base,enrich,39
rating,13.49057680845452,base,enrich,39
composite,13.475132370406593,base,enrich,39
truth,13.846419751856889,base,enrich,39
pw,1.2396357302077772,storm,enrich,39
beale,NA,storm,enrich,39
rating,66.01329300405774,storm,enrich,39
composite,66.72353304247619,storm,enrich,39
truth,74.90646805210574,storm,enrich,39
pw,3.931518675376443,unaltered,enrich,39
beale,NA,unaltered,enrich,39
rating,14.988149552989308,unaltered,enrich,39
composite,15.283938833847442,unaltered,enrich,39
truth,13.714197156391855,unaltered,enrich,39
