method,estimate,flow,cq,runid
beale,NA,base,chemostatic,22
rating,16.313767296374145,base,chemostatic,22
composite,16.324232370358764,base,chemostatic,22
truth,15.796975072456693,base,chemostatic,22
pw,5.53231773264189,storm,chemostatic,22
beale,NA,storm,chemostatic,22
rating,14.477235854460709,storm,chemostatic,22
composite,14.52966604561461,storm,chemostatic,22
truth,13.723118564447367,storm,chemostatic,22
pw,10.46262360333565,unaltered,chemostatic,22
beale,NA,unaltered,chemostatic,22
rating,14.029663818317406,unaltered,chemostatic,22
composite,14.043239377617121,unaltered,chemostatic,22
truth,13.531103640066263,unaltered,chemostatic,22
pw,13.296080748677017,base,dilution,23
beale,NA,base,dilution,23
rating,12.103437223882914,base,dilution,23
composite,12.57293798359117,base,dilution,23
truth,12.421625694459907,base,dilution,23
pw,24.619274717231697,storm,dilution,23
beale,NA,storm,dilution,23
rating,14.498447998884284,storm,dilution,23
composite,14.29521315496666,storm,dilution,23
truth,17.447224457699672,storm,dilution,23
pw,14.506977955457186,unaltered,dilution,23
beale,NA,unaltered,dilution,23
rating,12.44429589824897,unaltered,dilution,23
composite,12.865721324618432,unaltered,dilution,23
truth,13.657504434741567,unaltered,dilution,23
pw,5.545354536116846,base,enrich,23
beale,NA,base,enrich,23
rating,15.24687162730577,base,enrich,23
composite,15.335010591892184,base,enrich,23
truth,15.20797295942859,base,enrich,23
pw,0.8696930621139639,storm,enrich,23
beale,NA,storm,enrich,23
rating,36.335883639187166,storm,enrich,23
composite,36.58823341681781,storm,enrich,23
truth,76.95687406229541,storm,enrich,23
pw,3.339252555455375,unaltered,enrich,23
beale,NA,unaltered,enrich,23
rating,12.962062399017219,unaltered,enrich,23
composite,13.029210408358049,unaltered,enrich,23
truth,13.990686809695752,unaltered,enrich,23
pw,12.665207114096189,base,none,23
beale,NA,base,none,23
rating,14.627446664607804,base,none,23
composite,15.136973715498312,base,none,23
truth,16.016380858451374,base,none,23
pw,5.396319831210462,storm,none,23
beale,NA,storm,none,23
rating,12.976661994050046,storm,none,23
composite,12.972467275952193,storm,none,23
truth,13.920515727218504,storm,none,23
pw,10.274345595741488,unaltered,none,23
beale,NA,unaltered,none,23
rating,12.642497076573578,unaltered,none,23
composite,13.003657609662609,unaltered,none,23
truth,13.617357562650344,unaltered,none,23
pw,12.470716899999196,base,chemostatic,23
beale,NA,base,chemostatic,23
rating,15.923367481429507,base,chemostatic,23
composite,15.884227476246723,base,chemostatic,23
truth,15.945031115219454,base,chemostatic,23
pw,5.313452540541376,storm,chemostatic,23
beale,NA,storm,chemostatic,23
rating,13.798578427532853,storm,chemostatic,23
composite,13.802772247141446,storm,chemostatic,23
truth,13.796650045522096,storm,chemostatic,23
pw,10.116570072876314,unaltered,chemostatic,23
beale,NA,unaltered,chemostatic,23
rating,13.514489373914122,unaltered,chemostatic,23
composite,13.490213463333404,unaltered,chemostatic,23
truth,13.552980661568473,unaltered,chemostatic,23
pw,13.76998415813392,base,dilution,24
beale,NA,base,dilution,24
rating,12.032486084935805,base,dilution,24
composite,12.3351737535999,base,dilution,24
truth,12.519487346996117,base,dilution,24
pw,28.2280365972836,storm,dilution,24
beale,NA,storm,dilution,24
rating,14.573869861446735,storm,dilution,24
composite,14.763171217850326,storm,dilution,24
truth,17.931308208738507,storm,dilution,24
pw,16.007365657750913,unaltered,dilution,24
beale,NA,unaltered,dilution,24
rating,12.608196791485556,unaltered,dilution,24
composite,13.179234541345243,unaltered,dilution,24
truth,13.817038575858941,unaltered,dilution,24
pw,5.248755827300145,base,enrich,24
beale,NA,base,enrich,24
rating,14.697006508537232,base,enrich,24
composite,14.853216465290012,base,enrich,24
truth,14.493366955562582,base,enrich,24
pw,0.8645391524055339,storm,enrich,24
beale,NA,storm,enrich,24
rating,46.74925823041727,storm,enrich,24
composite,47.26303805713199,storm,enrich,24
truth,77.29868249888224,storm,enrich,24
pw,3.320773825499453,unaltered,enrich,24
beale,NA,unaltered,enrich,24
rating,19.010184445757062,unaltered,enrich,24
composite,19.312776342069526,unaltered,enrich,24
truth,14.01868358737233,unaltered,enrich,24
pw,13.079363280500514,base,none,24
beale,NA,base,none,24
rating,15.31519595050451,base,none,24
composite,15.102885935705167,base,none,24
truth,15.872905338404298,base,none,24
pw,5.511985912268302,storm,none,24
beale,NA,storm,none,24
rating,12.998412788536525,storm,none,24
composite,12.8762803753907,storm,none,24
truth,13.672461338908208,storm,none,24
pw,10.44828917432091,unaltered,none,24
beale,NA,unaltered,none,24
rating,12.966163994762969,unaltered,none,24
composite,12.731638366307434,unaltered,none,24
truth,13.51716358487269,unaltered,none,24
pw,12.6172319692076,base,chemostatic,24
beale,NA,base,chemostatic,24
rating,15.62092769159892,base,chemostatic,24
composite,15.374923759998278,base,chemostatic,24
truth,15.893682972616535,base,chemostatic,24
pw,5.3172316858708895,storm,chemostatic,24
beale,NA,storm,chemostatic,24
rating,13.84653153191152,storm,chemostatic,24
composite,13.444126907937669,storm,chemostatic,24
truth,13.765587617762337,storm,chemostatic,24
pw,10.079121235993588,unaltered,chemostatic,24
beale,NA,unaltered,chemostatic,24
rating,13.37213570879012,unaltered,chemostatic,24
composite,13.127267728935623,unaltered,chemostatic,24
truth,13.54266837626127,unaltered,chemostatic,24
pw,13.812163029449593,base,dilution,25
beale,NA,base,dilution,25
rating,12.480451007482666,base,dilution,25
composite,11.772996628652256,base,dilution,25
truth,12.246493669013285,base,dilution,25
pw,24.796927832233322,storm,dilution,25
beale,NA,storm,dilution,25
rating,16.524911407216592,storm,dilution,25
composite,11.060869963678456,storm,dilution,25
truth,17.100467979156168,storm,dilution,25
pw,15.76500990399674,unaltered,dilution,25
beale,NA,unaltered,dilution,25
rating,14.224252382260813,unaltered,dilution,25
composite,14.480450866921366,unaltered,dilution,25
truth,13.25291781523209,unaltered,dilution,25
pw,4.160220815295611,base,enrich,25
beale,NA,base,enrich,25
rating,11.035802810842956,base,enrich,25
composite,11.365171553592347,base,enrich,25
truth,14.29381457975592,base,enrich,25
pw,0.5877719668562821,storm,enrich,25
beale,NA,storm,enrich,25
rating,15.21127665211391,storm,enrich,25
composite,15.648180607663296,storm,enrich,25
truth,75.3025415902469,storm,enrich,25
pw,2.571589960326513,unaltered,enrich,25
beale,NA,unaltered,enrich,25
rating,7.206508625737748,unaltered,enrich,25
composite,7.440463226965397,unaltered,enrich,25
truth,13.76052776168774,unaltered,enrich,25
pw,12.852290473131012,base,none,25
beale,NA,base,none,25
rating,14.597910084537167,base,none,25
composite,15.607498638029751,base,none,25
truth,15.671649581561304,base,none,25
pw,5.4855665182237345,storm,none,25
beale,NA,storm,none,25
rating,12.082687448364839,storm,none,25
composite,13.911958044908246,storm,none,25
truth,13.673015496666109,storm,none,25
pw,10.424178638777228,unaltered,none,25
beale,NA,unaltered,none,25
rating,12.375157136247635,unaltered,none,25
composite,13.3690694451967,unaltered,none,25
truth,13.509141527651721,unaltered,none,25
pw,12.55460398860573,base,chemostatic,25
beale,NA,base,chemostatic,25
rating,16.09145900485612,base,chemostatic,25
composite,16.072692748104792,base,chemostatic,25
truth,15.70078834363315,base,chemostatic,25
pw,5.358509087032501,storm,chemostatic,25
beale,NA,storm,chemostatic,25
rating,14.278870186088366,storm,chemostatic,25
composite,14.387802969380155,storm,chemostatic,25
truth,13.729109973541481,storm,chemostatic,25
pw,10.182732407887213,unaltered,chemostatic,25
beale,NA,unaltered,chemostatic,25
rating,13.905509361646535,unaltered,chemostatic,25
composite,13.907201698943458,unaltered,chemostatic,25
truth,13.537668430225633,unaltered,chemostatic,25
pw,13.476244715456922,base,dilution,26
beale,NA,base,dilution,26
rating,11.871381868410996,base,dilution,26
composite,12.486305180278434,base,dilution,26
truth,12.359765261020193,base,dilution,26
pw,25.50159911493156,storm,dilution,26
beale,NA,storm,dilution,26
rating,13.943485589320408,storm,dilution,26
composite,12.815193467644267,storm,dilution,26
truth,17.205292215586447,storm,dilution,26
pw,14.701470291063345,unaltered,dilution,26
beale,NA,unaltered,dilution,26
rating,12.073168105764864,unaltered,dilution,26
composite,12.374304426369111,unaltered,dilution,26
truth,13.43240299754899,unaltered,dilution,26
pw,5.502041275886944,base,enrich,26
beale,NA,base,enrich,26
rating,14.27060854971114,base,enrich,26
composite,14.356001556402811,base,enrich,26
truth,14.005322333812034,base,enrich,26
pw,0.8464175422162472,storm,enrich,26
beale,NA,storm,enrich,26
rating,39.829834565238905,storm,enrich,26
composite,40.24457303261339,storm,enrich,26
truth,75.16225949147712,storm,enrich,26
pw,3.2489896185971916,unaltered,enrich,26
beale,NA,unaltered,enrich,26
rating,15.640116504498002,unaltered,enrich,26
composite,15.761188391846739,unaltered,enrich,26
truth,13.748180036272013,unaltered,enrich,26
pw,11.41434747199433,base,none,26
beale,NA,base,none,26
rating,15.56266067408866,base,none,26
composite,16.4561111458196,base,none,26
truth,15.766254251349595,base,none,26
pw,4.832943370246077,storm,none,26
beale,NA,storm,none,26
rating,12.196535454044438,storm,none,26
composite,14.071897876808764,storm,none,26
truth,13.778967298523144,storm,none,26
pw,9.159522957445462,unaltered,none,26
beale,NA,unaltered,none,26
rating,13.623634405120148,unaltered,none,26
composite,14.533028245799418,unaltered,none,26
truth,13.553155813650026,unaltered,none,26
pw,12.830949540376682,base,chemostatic,26
beale,NA,base,chemostatic,26
rating,15.96524731685352,base,chemostatic,26
composite,16.051280009933606,base,chemostatic,26
truth,15.755433471359074,base,chemostatic,26
pw,5.432746170315311,storm,chemostatic,26
beale,NA,storm,chemostatic,26
rating,14.002506144090887,storm,chemostatic,26
composite,14.098305713509742,storm,chemostatic,26
truth,13.754474651396025,storm,chemostatic,26
pw,10.29628519451146,unaltered,chemostatic,26
beale,NA,unaltered,chemostatic,26
rating,13.735803262428586,unaltered,chemostatic,26
composite,13.820443107053553,unaltered,chemostatic,26
truth,13.540790911049875,unaltered,chemostatic,26
pw,13.128830652018621,base,dilution,27
beale,NA,base,dilution,27
rating,11.534363963268456,base,dilution,27
composite,11.686520421091368,base,dilution,27
truth,12.37132326057552,base,dilution,27
pw,25.845097542988544,storm,dilution,27
beale,NA,storm,dilution,27
rating,14.652165735785227,storm,dilution,27
composite,11.700184033780053,storm,dilution,27
truth,18.210620386044866,storm,dilution,27
pw,14.990393174900777,unaltered,dilution,27
beale,NA,unaltered,dilution,27
rating,12.537772844673988,unaltered,dilution,27
composite,12.290449006245858,unaltered,dilution,27
truth,13.673341455155533,unaltered,dilution,27
pw,5.27992228585298,base,enrich,27
beale,NA,base,enrich,27
rating,15.548235585239658,base,enrich,27
composite,15.480881263139604,base,enrich,27
truth,14.560593148365875,base,enrich,27
pw,0.8383550713056914,storm,enrich,27
beale,NA,storm,enrich,27
rating,36.52009100321392,storm,enrich,27
composite,36.97396750566549,storm,enrich,27
truth,77.96684083601427,storm,enrich,27
pw,3.186412733748689,unaltered,enrich,27
beale,NA,unaltered,enrich,27
rating,14.092602291238883,unaltered,enrich,27
composite,14.213678018916045,unaltered,enrich,27
truth,13.934920836148684,unaltered,enrich,27
pw,11.756424291127649,base,none,27
beale,NA,base,none,27
rating,13.505199840006066,base,none,27
composite,13.953752228750337,base,none,27
truth,15.811308473126104,base,none,27
pw,4.960493593441348,storm,none,27
beale,NA,storm,none,27
rating,11.228990203717322,storm,none,27
composite,11.736083420827264,storm,none,27
truth,13.807959125127109,storm,none,27
pw,9.366744643391174,unaltered,none,27
beale,NA,unaltered,none,27
rating,12.181040304193168,unaltered,none,27
composite,12.490685553682827,unaltered,none,27
truth,13.557130539048682,unaltered,none,27
pw,12.944960528092919,base,chemostatic,27
beale,NA,base,chemostatic,27
rating,16.31460359584722,base,chemostatic,27
composite,16.20016889157001,base,chemostatic,27
truth,15.791010720831157,base,chemostatic,27
pw,5.461983352830902,storm,chemostatic,27
beale,NA,storm,chemostatic,27
rating,14.738228513385856,storm,chemostatic,27
composite,14.60463151068184,storm,chemostatic,27
truth,13.801945074577157,storm,chemostatic,27
pw,10.313692044691788,unaltered,chemostatic,27
beale,NA,unaltered,chemostatic,27
rating,13.97810869824916,unaltered,chemostatic,27
composite,13.874519533952816,unaltered,chemostatic,27
truth,13.539539066189366,unaltered,chemostatic,27
pw,14.73614648778442,base,dilution,28
beale,NA,base,dilution,28
rating,12.619461479479801,base,dilution,28
composite,12.99613637988524,base,dilution,28
truth,12.345810962522789,base,dilution,28
pw,26.827851626393883,storm,dilution,28
beale,NA,storm,dilution,28
rating,14.721084478542116,storm,dilution,28
composite,13.859751284522522,storm,dilution,28
truth,17.48931658647379,storm,dilution,28
pw,15.607180298922472,unaltered,dilution,28
beale,NA,unaltered,dilution,28
rating,12.829661201131376,unaltered,dilution,28
composite,13.085179106493078,unaltered,dilution,28
truth,13.28873556344182,unaltered,dilution,28
pw,4.681881236991672,base,enrich,28
beale,NA,base,enrich,28
rating,13.201344702360199,base,enrich,28
composite,13.250871451209871,base,enrich,28
truth,13.797912073738079,base,enrich,28
pw,0.8669579107799656,storm,enrich,28
beale,NA,storm,enrich,28
rating,33.057368107580395,storm,enrich,28
composite,33.4508236269517,storm,enrich,28
truth,74.68285744754786,storm,enrich,28
pw,3.3236892631694634,unaltered,enrich,28
beale,NA,unaltered,enrich,28
rating,12.89089501356428,unaltered,enrich,28
composite,13.06058878202576,unaltered,enrich,28
truth,13.745002892049115,unaltered,enrich,28
pw,13.471077312747033,base,none,28
beale,NA,base,none,28
rating,17.466747881806022,base,none,28
composite,18.54671174178606,base,none,28
truth,15.724879853574699,base,none,28
pw,5.784121424583241,storm,none,28
beale,NA,storm,none,28
rating,16.95785264264329,storm,none,28
composite,18.74043055108602,storm,none,28
truth,13.690029846995044,storm,none,28
pw,10.961455779267474,unaltered,none,28
beale,NA,unaltered,none,28
rating,15.419874658815912,unaltered,none,28
composite,16.45060544533536,unaltered,none,28
truth,13.532797189015564,unaltered,none,28
pw,12.667099132679896,base,chemostatic,28
beale,NA,base,chemostatic,28
rating,14.995017680543548,base,chemostatic,28
composite,15.21074601075909,base,chemostatic,28
truth,15.71976405840584,base,chemostatic,28
pw,5.438914630185039,storm,chemostatic,28
beale,NA,storm,chemostatic,28
rating,12.580211040055135,storm,chemostatic,28
composite,12.654299622032722,storm,chemostatic,28
truth,13.76640189144503,storm,chemostatic,28
pw,10.307256336735678,unaltered,chemostatic,28
beale,NA,unaltered,chemostatic,28
rating,12.849397937238122,unaltered,chemostatic,28
composite,13.021664228369541,unaltered,chemostatic,28
truth,13.538643952692219,unaltered,chemostatic,28
pw,13.672205361397824,base,dilution,29
beale,NA,base,dilution,29
rating,12.159924712922535,base,dilution,29
composite,12.33469741990745,base,dilution,29
truth,12.542744455887775,base,dilution,29
pw,25.466243182333447,storm,dilution,29
beale,NA,storm,dilution,29
rating,14.396558366647476,storm,dilution,29
composite,12.545988367285686,storm,dilution,29
truth,17.386323205336417,storm,dilution,29
pw,14.757995923779323,unaltered,dilution,29
beale,NA,unaltered,dilution,29
rating,12.337220089949344,unaltered,dilution,29
composite,12.378337143559397,unaltered,dilution,29
truth,13.523529989244036,unaltered,dilution,29
pw,5.282177438673994,base,enrich,29
beale,NA,base,enrich,29
rating,13.758323615743778,base,enrich,29
composite,14.17144321114535,base,enrich,29
truth,14.507560751398408,base,enrich,29
pw,0.8581828150330498,storm,enrich,29
beale,NA,storm,enrich,29
rating,39.7474348860738,storm,enrich,29
composite,40.239924785477,storm,enrich,29
truth,77.15015412287663,storm,enrich,29
pw,3.2056024806862924,unaltered,enrich,29
beale,NA,unaltered,enrich,29
rating,15.60776279390699,unaltered,enrich,29
composite,15.760603689313868,unaltered,enrich,29
truth,13.988066210660085,unaltered,enrich,29
pw,12.021402632286824,base,none,29
beale,NA,base,none,29
rating,11.508711002241684,base,none,29
composite,11.753036040073182,base,none,29
truth,15.968230545319566,base,none,29
pw,5.0301300031611245,storm,none,29
beale,NA,storm,none,29
rating,6.620248353283083,storm,none,29
composite,6.951920757799788,storm,none,29
truth,13.726532418208102,storm,none,29
pw,9.480561133684066,unaltered,none,29
beale,NA,unaltered,none,29
rating,9.198115909688873,unaltered,none,29
composite,9.406122644679375,unaltered,none,29
truth,13.53603255080955,unaltered,none,29
pw,13.098159995524535,base,chemostatic,29
beale,NA,base,chemostatic,29
rating,16.637080598933863,base,chemostatic,29
composite,16.62179744336436,base,chemostatic,29
truth,15.986318729988184,base,chemostatic,29
pw,5.480678885402192,storm,chemostatic,29
beale,NA,storm,chemostatic,29
rating,14.815060888934298,storm,chemostatic,29
composite,14.872888945555076,storm,chemostatic,29
truth,13.804221430077074,storm,chemostatic,29
pw,10.32973525425652,unaltered,chemostatic,29
beale,NA,unaltered,chemostatic,29
rating,14.193080505331244,unaltered,chemostatic,29
composite,14.189971564932636,unaltered,chemostatic,29
truth,13.559181642189277,unaltered,chemostatic,29
pw,14.274778533852553,base,dilution,30
beale,NA,base,dilution,30
rating,12.453396266422796,base,dilution,30
composite,12.609872687360768,base,dilution,30
truth,12.391493735958157,base,dilution,30
pw,25.90920107983944,storm,dilution,30
beale,NA,storm,dilution,30
rating,15.034617617072461,storm,dilution,30
composite,12.168275038558548,storm,dilution,30
truth,17.141057831293622,storm,dilution,30
pw,15.255797891612005,unaltered,dilution,30
beale,NA,unaltered,dilution,30
rating,12.687405975806623,unaltered,dilution,30
composite,12.793416719546109,unaltered,dilution,30
truth,13.382418088343458,unaltered,dilution,30
pw,5.338910647135954,base,enrich,30
beale,NA,base,enrich,30
rating,17.149114324744772,base,enrich,30
composite,17.42935760352162,base,enrich,30
truth,14.585759341182355,base,enrich,30
pw,0.8380991864117779,storm,enrich,30
beale,NA,storm,enrich,30
rating,35.8516545215626,storm,enrich,30
composite,36.35741858941433,storm,enrich,30
truth,75.82022390500218,storm,enrich,30
pw,3.3043567075050135,unaltered,enrich,30
beale,NA,unaltered,enrich,30
rating,18.467631647190824,unaltered,enrich,30
composite,18.692789210070128,unaltered,enrich,30
truth,13.812410996811343,unaltered,enrich,30
pw,12.93530777007301,base,none,30
beale,NA,base,none,30
rating,16.700638087411892,base,none,30
composite,16.474510527806952,base,none,30
truth,15.814119815438575,base,none,30
pw,5.377678842701492,storm,none,30
beale,NA,storm,none,30
rating,16.12779663454576,storm,none,30
composite,15.994515085611232,storm,none,30
truth,13.726815882956249,storm,none,30
pw,10.20805039587126,unaltered,none,30
beale,NA,unaltered,none,30
rating,14.48016686952844,unaltered,none,30
composite,14.273669381248219,unaltered,none,30
truth,13.52875411992294,unaltered,none,30
pw,13.041241832923205,base,chemostatic,30
beale,NA,base,chemostatic,30
rating,15.657592540036745,base,chemostatic,30
composite,15.764961952000268,base,chemostatic,30
truth,15.811136717881796,base,chemostatic,30
pw,5.421719493193697,storm,chemostatic,30
beale,NA,storm,chemostatic,30
rating,13.520830227948702,storm,chemostatic,30
composite,13.51920844489049,storm,chemostatic,30
truth,13.714314984536799,storm,chemostatic,30
pw,10.291649508581669,unaltered,chemostatic,30
beale,NA,unaltered,chemostatic,30
rating,13.388111590166647,unaltered,chemostatic,30
composite,13.474070011823812,unaltered,chemostatic,30
truth,13.52707934342282,unaltered,chemostatic,30
pw,14.210622676420533,base,dilution,31
beale,NA,base,dilution,31
rating,12.445320241132007,base,dilution,31
composite,12.546323419094906,base,dilution,31
truth,12.360285762960174,base,dilution,31
pw,24.436267997050805,storm,dilution,31
beale,NA,storm,dilution,31
rating,14.085393492298259,storm,dilution,31
composite,13.997918262902921,storm,dilution,31
truth,17.684860667374192,storm,dilution,31
pw,14.556562655551891,unaltered,dilution,31
beale,NA,unaltered,dilution,31
rating,12.321525646303284,unaltered,dilution,31
composite,12.588263513230741,unaltered,dilution,31
truth,13.65252883321135,unaltered,dilution,31
pw,5.178778027942793,base,enrich,31
beale,NA,base,enrich,31
rating,12.145802123400129,base,enrich,31
composite,12.281982221702783,base,enrich,31
truth,14.436011853849891,base,enrich,31
pw,0.9348346259655963,storm,enrich,31
beale,NA,storm,enrich,31
rating,28.50056139733294,storm,enrich,31
composite,28.87194534422429,storm,enrich,31
truth,75.96922841992247,storm,enrich,31
pw,3.455114838697057,unaltered,enrich,31
beale,NA,unaltered,enrich,31
rating,12.24277511663657,unaltered,enrich,31
composite,12.300385928272595,unaltered,enrich,31
truth,13.769978056896845,unaltered,enrich,31
pw,10.80416294138136,base,none,31
beale,NA,base,none,31
rating,15.112723592398984,base,none,31
composite,15.346218070691476,base,none,31
truth,15.826731664742274,base,none,31
pw,4.529918806168856,storm,none,31
beale,NA,storm,none,31
rating,17.020519476045088,storm,none,31
composite,17.070912354772883,storm,none,31
truth,13.771404270687311,storm,none,31
pw,8.591646616099906,unaltered,none,31
beale,NA,unaltered,none,31
rating,13.579359752052158,unaltered,none,31
composite,13.748993370542847,unaltered,none,31
truth,13.563260039963467,unaltered,none,31
pw,12.653771630342833,base,chemostatic,31
beale,NA,base,chemostatic,31
rating,16.266172304400836,base,chemostatic,31
composite,16.352759399306382,base,chemostatic,31
truth,15.785325725043014,base,chemostatic,31
pw,5.305414069396408,storm,chemostatic,31
beale,NA,storm,chemostatic,31
rating,15.093585274124576,storm,chemostatic,31
composite,15.163114576082997,storm,chemostatic,31
truth,13.736852874574284,storm,chemostatic,31
pw,10.062485617681373,unaltered,chemostatic,31
beale,NA,unaltered,chemostatic,31
rating,14.100698887684183,unaltered,chemostatic,31
composite,14.17354121618364,unaltered,chemostatic,31
truth,13.526455221431902,unaltered,chemostatic,31
pw,13.217955042308127,base,dilution,32
beale,NA,base,dilution,32
rating,11.792769946684658,base,dilution,32
composite,12.198170590784972,base,dilution,32
truth,12.6046964779266,base,dilution,32
pw,26.007044581673977,storm,dilution,32
beale,NA,storm,dilution,32
rating,13.77551330979785,storm,dilution,32
composite,11.748588401329451,storm,dilution,32
truth,17.553784217884925,storm,dilution,32
pw,14.90518715399202,unaltered,dilution,32
beale,NA,unaltered,dilution,32
rating,11.99031515365331,unaltered,dilution,32
composite,12.189784722963738,unaltered,dilution,32
truth,13.643575790629162,unaltered,dilution,32
pw,6.647673957404183,base,enrich,32
beale,NA,base,enrich,32
rating,22.50225759850312,base,enrich,32
composite,22.590736017105513,base,enrich,32
truth,14.432141044560757,base,enrich,32
pw,0.90607621142106,storm,enrich,32
beale,NA,storm,enrich,32
rating,50.73333145447874,storm,enrich,32
composite,51.204061539550096,storm,enrich,32
truth,76.4989918728385,storm,enrich,32
pw,3.3859607027100638,unaltered,enrich,32
beale,NA,unaltered,enrich,32
rating,18.8812649496501,unaltered,enrich,32
composite,19.000783603625504,unaltered,enrich,32
truth,14.035097881178556,unaltered,enrich,32
pw,12.436926886893865,base,none,32
beale,NA,base,none,32
rating,17.2162741227583,base,none,32
composite,17.611928658796835,base,none,32
truth,16.008178238825792,base,none,32
pw,5.222271284248938,storm,none,32
beale,NA,storm,none,32
rating,15.877346939988582,storm,none,32
composite,16.0301233150567,storm,none,32
truth,13.71047606556721,storm,none,32
pw,9.884869427483709,unaltered,none,32
beale,NA,unaltered,none,32
rating,14.913024483442934,unaltered,none,32
composite,15.231578862399811,unaltered,none,32
truth,13.525945356106492,unaltered,none,32
pw,12.72002093213702,base,chemostatic,32
beale,NA,base,chemostatic,32
rating,15.45076743260579,base,chemostatic,32
composite,15.466305688731769,base,chemostatic,32
truth,16.03549453687654,base,chemostatic,32
pw,5.3411426032379685,storm,chemostatic,32
beale,NA,storm,chemostatic,32
rating,12.799037080110699,storm,chemostatic,32
composite,12.772757605898894,storm,chemostatic,32
truth,13.770867934184537,storm,chemostatic,32
pw,10.109872573226706,unaltered,chemostatic,32
beale,NA,unaltered,chemostatic,32
rating,12.928286917174987,unaltered,chemostatic,32
composite,12.940266474018175,unaltered,chemostatic,32
truth,13.553055063675767,unaltered,chemostatic,32
pw,13.722333733667499,base,dilution,33
beale,NA,base,dilution,33
rating,12.064938769346588,base,dilution,33
composite,11.934205736154302,base,dilution,33
truth,12.517908778670607,base,dilution,33
pw,28.25966264743969,storm,dilution,33
beale,NA,storm,dilution,33
rating,15.191090663657747,storm,dilution,33
composite,11.568877631512246,storm,dilution,33
truth,17.40625293215459,storm,dilution,33
pw,15.658079753879404,unaltered,dilution,33
beale,NA,unaltered,dilution,33
rating,12.817132605539246,unaltered,dilution,33
composite,12.583572823750606,unaltered,dilution,33
truth,13.705657907136155,unaltered,dilution,33
pw,5.205041389286057,base,enrich,33
beale,NA,base,enrich,33
rating,11.386600499327045,base,enrich,33
composite,11.291565325572304,base,enrich,33
truth,14.169911009387045,base,enrich,33
pw,0.8689051386363982,storm,enrich,33
beale,NA,storm,enrich,33
rating,25.188365710518873,storm,enrich,33
composite,25.652854692386445,storm,enrich,33
truth,77.01208771238296,storm,enrich,33
pw,3.1964483457907966,unaltered,enrich,33
beale,NA,unaltered,enrich,33
rating,11.139166706031864,unaltered,enrich,33
composite,11.284611929969971,unaltered,enrich,33
truth,13.992241624580785,unaltered,enrich,33
pw,12.49159867606604,base,none,33
beale,NA,base,none,33
rating,13.493989444793897,base,none,33
composite,13.190024491331757,base,none,33
truth,15.882393035430688,base,none,33
pw,5.136158774966042,storm,none,33
beale,NA,storm,none,33
rating,10.859252209149561,storm,none,33
composite,10.863687737314875,storm,none,33
truth,13.781074235234438,storm,none,33
pw,9.679521694758638,unaltered,none,33
beale,NA,unaltered,none,33
rating,11.272307812525812,unaltered,none,33
composite,11.034319525629712,unaltered,none,33
truth,13.571185727479051,unaltered,none,33
pw,13.374855994266378,base,chemostatic,33
beale,NA,base,chemostatic,33
rating,16.326543627682153,base,chemostatic,33
composite,16.37535653752672,base,chemostatic,33
truth,15.85956338003834,base,chemostatic,33
pw,5.499326848410449,storm,chemostatic,33
beale,NA,storm,chemostatic,33
rating,14.521447043831065,storm,chemostatic,33
composite,14.72875535099623,storm,chemostatic,33
truth,13.776238656723974,storm,chemostatic,33
pw,10.363942367827121,unaltered,chemostatic,33
beale,NA,unaltered,chemostatic,33
rating,14.089620432231687,unaltered,chemostatic,33
composite,14.14914293695156,unaltered,chemostatic,33
truth,13.55202115236514,unaltered,chemostatic,33
pw,14.131985053851146,base,dilution,34
beale,NA,base,dilution,34
rating,12.455085187519666,base,dilution,34
composite,13.132718908734207,base,dilution,34
truth,12.42572025958833,base,dilution,34
pw,25.0306534790755,storm,dilution,34
beale,NA,storm,dilution,34
rating,13.964596321658227,storm,dilution,34
composite,15.538919743939692,storm,dilution,34
truth,17.536576161320777,storm,dilution,34
pw,14.501568303852732,unaltered,dilution,34
beale,NA,unaltered,dilution,34
rating,11.997998988915393,unaltered,dilution,34
composite,12.852796468722762,unaltered,dilution,34
truth,13.424911800351179,unaltered,dilution,34
pw,5.2044547556732,base,enrich,34
beale,NA,base,enrich,34
rating,14.571707736850701,base,enrich,34
composite,14.602907073023427,base,enrich,34
truth,14.533210147701698,base,enrich,34
pw,0.9020917082024275,storm,enrich,34
beale,NA,storm,enrich,34
rating,40.283434009541324,storm,enrich,34
composite,40.64340375243537,storm,enrich,34
truth,76.88986395270035,storm,enrich,34
pw,3.407253265254126,unaltered,enrich,34
beale,NA,unaltered,enrich,34
rating,15.398025322463221,unaltered,enrich,34
composite,15.420490788645038,unaltered,enrich,34
truth,13.967940348622147,unaltered,enrich,34
pw,13.07301409411856,base,none,34
beale,NA,base,none,34
rating,14.016310926321356,base,none,34
composite,14.784215054748318,base,none,34
truth,15.803229630805996,base,none,34
pw,5.509688482422004,storm,none,34
beale,NA,storm,none,34
rating,10.51265023727434,storm,none,34
composite,10.66295949619158,storm,none,34
truth,13.627754006309187,storm,none,34
pw,10.446180654683726,unaltered,none,34
beale,NA,unaltered,none,34
rating,11.987041463000793,unaltered,none,34
composite,12.56757168176627,unaltered,none,34
truth,13.494920988050888,unaltered,none,34
pw,13.095905304028788,base,chemostatic,34
beale,NA,base,chemostatic,34
rating,15.639240430639019,base,chemostatic,34
