method,estimate,flow,cq,runid
truth,15.001487537413869,base,enrich,23
pw,1.5252358804581914,storm,enrich,23
beale,NA,storm,enrich,23
rating,73.40968742714355,storm,enrich,23
composite,73.22642900547359,storm,enrich,23
truth,77.70474343613894,storm,enrich,23
pw,3.9707206586706496,unaltered,enrich,23
beale,NA,unaltered,enrich,23
rating,15.094249831078534,unaltered,enrich,23
composite,14.930066791054644,unaltered,enrich,23
truth,14.028729933144641,unaltered,enrich,23
pw,14.044811827876186,base,none,23
beale,NA,base,none,23
rating,17.47443756860172,base,none,23
composite,18.09849721101726,base,none,23
truth,15.860508715137646,base,none,23
pw,7.229210519481619,storm,none,23
beale,NA,storm,none,23
rating,17.366052333477956,storm,none,23
composite,18.0949176817818,storm,none,23
truth,13.703730879622396,storm,none,23
pw,11.394587329037115,unaltered,none,23
beale,NA,unaltered,none,23
rating,15.20532049832426,unaltered,none,23
composite,15.742018923157564,unaltered,none,23
truth,13.506059752586788,unaltered,none,23
pw,14.003356363779037,base,chemostatic,23
beale,NA,base,chemostatic,23
rating,15.988596753163534,base,chemostatic,23
composite,15.941092421730646,base,chemostatic,23
truth,15.903733865426172,base,chemostatic,23
pw,7.207872371216345,storm,chemostatic,23
beale,NA,storm,chemostatic,23
rating,13.835419694983775,storm,chemostatic,23
composite,13.68157468678266,storm,chemostatic,23
truth,13.749153516060632,storm,chemostatic,23
pw,11.36095441805833,unaltered,chemostatic,23
beale,NA,unaltered,chemostatic,23
rating,13.628235350292934,unaltered,chemostatic,23
composite,13.572344615556512,unaltered,chemostatic,23
truth,13.543850381055334,unaltered,chemostatic,23
pw,14.790670543385199,base,dilution,24
beale,NA,base,dilution,24
rating,12.07122975659554,base,dilution,24
composite,12.271907789239181,base,dilution,24
truth,12.412603057465637,base,dilution,24
pw,33.56786340022074,storm,dilution,24
beale,NA,storm,dilution,24
rating,12.77222124076628,storm,dilution,24
composite,12.838226985852467,storm,dilution,24
truth,17.07286545532499,storm,dilution,24
pw,16.02433723355248,unaltered,dilution,24
beale,NA,unaltered,dilution,24
rating,12.182612652300842,unaltered,dilution,24
composite,12.367032957830343,unaltered,dilution,24
truth,13.339824496049088,unaltered,dilution,24
pw,5.846304144639484,base,enrich,24
beale,NA,base,enrich,24
rating,14.57680912062509,base,enrich,24
composite,14.495791042882441,base,enrich,24
truth,14.862867347119792,base,enrich,24
pw,1.4475456040548236,storm,enrich,24
beale,NA,storm,enrich,24
rating,62.24319973185799,storm,enrich,24
composite,62.26610680062748,storm,enrich,24
truth,76.95285427952619,storm,enrich,24
pw,3.818091285855759,unaltered,enrich,24
beale,NA,unaltered,enrich,24
rating,13.34461826895796,unaltered,enrich,24
composite,13.290378086151476,unaltered,enrich,24
truth,13.940173383236024,unaltered,enrich,24
pw,14.19381977452857,base,none,24
beale,NA,base,none,24
rating,15.297701032231428,base,none,24
composite,15.709747343630488,base,none,24
truth,15.836454452776369,base,none,24
pw,7.349483461300658,storm,none,24
beale,NA,storm,none,24
rating,12.7369624755083,storm,none,24
composite,13.040556422050264,storm,none,24
truth,13.638725609242375,storm,none,24
pw,11.58705413243034,unaltered,none,24
beale,NA,unaltered,none,24
rating,12.96920717609506,unaltered,none,24
composite,13.307367057818261,unaltered,none,24
truth,13.490740462812454,unaltered,none,24
pw,13.645796286772711,base,chemostatic,24
beale,NA,base,chemostatic,24
rating,15.591862709615876,base,chemostatic,24
composite,15.620002697983743,base,chemostatic,24
truth,15.880924226145533,base,chemostatic,24
pw,7.065719849838304,storm,chemostatic,24
beale,NA,storm,chemostatic,24
rating,13.357347716308926,storm,chemostatic,24
composite,13.478039358285741,storm,chemostatic,24
truth,13.732756088717034,storm,chemostatic,24
pw,11.139677885631313,unaltered,chemostatic,24
beale,NA,unaltered,chemostatic,24
rating,13.265379283377468,unaltered,chemostatic,24
composite,13.301454963126481,unaltered,chemostatic,24
truth,13.535044418711495,unaltered,chemostatic,24
pw,15.428312252893804,base,dilution,25
beale,NA,base,dilution,25
rating,12.25003072719799,base,dilution,25
composite,12.527247590056204,base,dilution,25
truth,12.53220329219183,base,dilution,25
pw,35.33025525493133,storm,dilution,25
beale,NA,storm,dilution,25
rating,12.886546783898295,storm,dilution,25
composite,11.896893492213321,storm,dilution,25
truth,17.381348056668116,storm,dilution,25
pw,16.596430128583485,unaltered,dilution,25
beale,NA,unaltered,dilution,25
rating,12.275555630932516,unaltered,dilution,25
composite,12.38823740409208,unaltered,dilution,25
truth,13.463645296457884,unaltered,dilution,25
pw,5.932758112366904,base,enrich,25
beale,NA,base,enrich,25
rating,13.430242950831186,base,enrich,25
composite,13.214196714320046,base,enrich,25
truth,14.477997963346414,base,enrich,25
pw,1.5243985231818666,storm,enrich,25
beale,NA,storm,enrich,25
rating,60.929291353501505,storm,enrich,25
composite,60.82962804132401,storm,enrich,25
truth,75.26783056100479,storm,enrich,25
pw,4.003389061169435,unaltered,enrich,25
beale,NA,unaltered,enrich,25
rating,13.42575406916635,unaltered,enrich,25
composite,13.307986431318803,unaltered,enrich,25
truth,13.926841095189769,unaltered,enrich,25
pw,13.627575463012489,base,none,25
beale,NA,base,none,25
rating,14.198565699152677,base,none,25
composite,14.89621567300681,base,none,25
truth,15.951363964442647,base,none,25
pw,6.996497326190715,storm,none,25
beale,NA,storm,none,25
rating,11.155238898128298,storm,none,25
composite,11.650048337691569,storm,none,25
truth,13.689010905273967,storm,none,25
pw,11.013582122872112,unaltered,none,25
beale,NA,unaltered,none,25
rating,11.878645343559601,unaltered,none,25
composite,12.478931594828804,unaltered,none,25
truth,13.513981088204588,unaltered,none,25
pw,13.970397297704805,base,chemostatic,25
beale,NA,base,chemostatic,25
rating,16.030361396578332,base,chemostatic,25
composite,16.06656244446797,base,chemostatic,25
truth,15.980251797238525,base,chemostatic,25
pw,7.172504573869854,storm,chemostatic,25
beale,NA,storm,chemostatic,25
rating,13.822416147903635,storm,chemostatic,25
composite,13.815715980686477,storm,chemostatic,25
truth,13.754271930872502,storm,chemostatic,25
pw,11.290645085403149,unaltered,chemostatic,25
beale,NA,unaltered,chemostatic,25
rating,13.585136302085541,unaltered,chemostatic,25
composite,13.613188354775495,unaltered,chemostatic,25
truth,13.546512062337753,unaltered,chemostatic,25
pw,14.376074112199797,base,dilution,26
beale,NA,base,dilution,26
rating,12.132209219903908,base,dilution,26
composite,11.980457320537067,base,dilution,26
truth,12.488587541300593,base,dilution,26
pw,30.16011214038289,storm,dilution,26
beale,NA,storm,dilution,26
rating,12.889747410411914,storm,dilution,26
composite,11.586775031841027,storm,dilution,26
truth,17.308961002030284,storm,dilution,26
pw,15.974276739302885,unaltered,dilution,26
beale,NA,unaltered,dilution,26
rating,12.25359209049559,unaltered,dilution,26
composite,12.22891082257241,unaltered,dilution,26
truth,13.519630748401157,unaltered,dilution,26
pw,6.263723462057879,base,enrich,26
beale,NA,base,enrich,26
rating,14.822870491008977,base,enrich,26
composite,15.033776864179236,base,enrich,26
truth,14.81096997683959,base,enrich,26
pw,1.0768832312309362,storm,enrich,26
beale,NA,storm,enrich,26
rating,61.36081809951895,storm,enrich,26
composite,61.61952689441858,storm,enrich,26
truth,77.73787362925262,storm,enrich,26
pw,3.568321989568634,unaltered,enrich,26
beale,NA,unaltered,enrich,26
rating,13.826049514124692,unaltered,enrich,26
composite,13.902275385291219,unaltered,enrich,26
truth,14.081448523901232,unaltered,enrich,26
pw,13.66650898166422,base,none,26
beale,NA,base,none,26
rating,15.34682984349388,base,none,26
composite,15.654576728347779,base,none,26
truth,15.91103839266204,base,none,26
pw,7.0150809634508375,storm,none,26
beale,NA,storm,none,26
rating,13.54388273522123,storm,none,26
composite,13.59684804657007,storm,none,26
truth,13.593822306307608,storm,none,26
pw,11.070615138462081,unaltered,none,26
beale,NA,unaltered,none,26
rating,13.100083569477844,unaltered,none,26
composite,13.328768515443178,unaltered,none,26
truth,13.490693806968808,unaltered,none,26
pw,13.860906428942176,base,chemostatic,26
beale,NA,base,chemostatic,26
rating,15.728959194045006,base,chemostatic,26
composite,15.719755498934605,base,chemostatic,26
truth,15.962248128959075,base,chemostatic,26
pw,7.114866053671952,storm,chemostatic,26
beale,NA,storm,chemostatic,26
rating,13.416949487798888,storm,chemostatic,26
composite,13.330251492874757,storm,chemostatic,26
truth,13.737807594204055,storm,chemostatic,26
pw,11.228087637518067,unaltered,chemostatic,26
beale,NA,unaltered,chemostatic,26
rating,13.324784601105664,unaltered,chemostatic,26
composite,13.310327802781014,unaltered,chemostatic,26
truth,13.54812928092243,unaltered,chemostatic,26
pw,14.579192055272667,base,dilution,27
beale,NA,base,dilution,27
rating,11.926831990986186,base,dilution,27
composite,11.940550009730268,base,dilution,27
truth,12.505756941750153,base,dilution,27
pw,36.96465047865722,storm,dilution,27
beale,NA,storm,dilution,27
rating,13.207996935979974,storm,dilution,27
composite,12.555246475699919,storm,dilution,27
truth,17.26520489167398,storm,dilution,27
pw,17.275848094584074,unaltered,dilution,27
beale,NA,unaltered,dilution,27
rating,12.554030063553068,unaltered,dilution,27
composite,12.753428709728599,unaltered,dilution,27
truth,13.52210636657869,unaltered,dilution,27
pw,6.0521573194240474,base,enrich,27
beale,NA,base,enrich,27
rating,15.111391067443456,base,enrich,27
composite,15.268715660158348,base,enrich,27
truth,14.489957548853992,base,enrich,27
pw,1.4995102574911485,storm,enrich,27
beale,NA,storm,enrich,27
rating,62.18684169821782,storm,enrich,27
composite,62.37734013865596,storm,enrich,27
truth,76.62719988963576,storm,enrich,27
pw,3.912049218204487,unaltered,enrich,27
beale,NA,unaltered,enrich,27
rating,13.944508012468319,unaltered,enrich,27
composite,13.920254004580686,unaltered,enrich,27
truth,13.967326322409088,unaltered,enrich,27
pw,14.013435253503557,base,none,27
beale,NA,base,none,27
rating,15.713919327374532,base,none,27
composite,16.123604767391296,base,none,27
truth,15.948594454902626,base,none,27
pw,7.183347943695833,storm,none,27
beale,NA,storm,none,27
rating,13.839576193909183,storm,none,27
composite,13.920648926428816,storm,none,27
truth,13.770300770069154,storm,none,27
pw,11.327926995087157,unaltered,none,27
beale,NA,unaltered,none,27
rating,13.345083978938009,unaltered,none,27
composite,13.673477544743717,unaltered,none,27
truth,13.562469973752805,unaltered,none,27
pw,14.040215051012629,base,chemostatic,27
beale,NA,base,chemostatic,27
rating,16.056512648815502,base,chemostatic,27
composite,16.086778518551775,base,chemostatic,27
truth,15.930388616810678,base,chemostatic,27
pw,7.197075384533103,storm,chemostatic,27
beale,NA,storm,chemostatic,27
rating,13.954840938287196,storm,chemostatic,27
composite,14.053849778477888,storm,chemostatic,27
truth,13.738628691300253,storm,chemostatic,27
pw,11.349574762792804,unaltered,chemostatic,27
beale,NA,unaltered,chemostatic,27
rating,13.66979629092656,unaltered,chemostatic,27
composite,13.704526142705296,unaltered,chemostatic,27
truth,13.543281112382362,unaltered,chemostatic,27
pw,14.416839161883482,base,dilution,28
beale,NA,base,dilution,28
rating,11.887983563442788,base,dilution,28
composite,11.973408452834686,base,dilution,28
truth,12.373623512200448,base,dilution,28
pw,109.84291267757108,storm,dilution,28
beale,NA,storm,dilution,28
rating,13.521791840389142,storm,dilution,28
composite,56.55862857991598,storm,dilution,28
truth,17.30709167379612,storm,dilution,28
pw,45.058168994313064,unaltered,dilution,28
beale,NA,unaltered,dilution,28
rating,12.974412281880175,unaltered,dilution,28
composite,32.57555655969144,unaltered,dilution,28
truth,13.439884569498965,unaltered,dilution,28
pw,5.206905447523638,base,enrich,28
beale,NA,base,enrich,28
rating,13.385210020695775,base,enrich,28
composite,13.439634087864027,base,enrich,28
truth,14.650522772573607,base,enrich,28
pw,1.5058681894037074,storm,enrich,28
beale,NA,storm,enrich,28
rating,83.72802938700391,storm,enrich,28
composite,83.4631553829288,storm,enrich,28
truth,77.00628583188785,storm,enrich,28
pw,3.8342939910765907,unaltered,enrich,28
beale,NA,unaltered,enrich,28
rating,16.336633407935285,unaltered,enrich,28
composite,16.166991445906497,unaltered,enrich,28
truth,13.900327130851649,unaltered,enrich,28
pw,13.992792685991057,base,none,28
beale,NA,base,none,28
rating,14.99195366306826,base,none,28
composite,15.331579109766777,base,none,28
truth,15.894600527475925,base,none,28
pw,7.243980259385891,storm,none,28
beale,NA,storm,none,28
rating,12.338296508862944,storm,none,28
composite,12.678000061293968,storm,none,28
truth,13.897805615178946,storm,none,28
pw,11.42111042259112,unaltered,none,28
beale,NA,unaltered,none,28
rating,12.74608927517801,unaltered,none,28
composite,13.02384177437652,unaltered,none,28
truth,13.58960063649552,unaltered,none,28
pw,13.751438790123423,base,chemostatic,28
beale,NA,base,chemostatic,28
rating,15.732063523596565,base,chemostatic,28
composite,15.775443924091759,base,chemostatic,28
truth,15.855377695265064,base,chemostatic,28
pw,7.119032874226574,storm,chemostatic,28
beale,NA,storm,chemostatic,28
rating,13.668108407072934,storm,chemostatic,28
composite,13.632369123109912,storm,chemostatic,28
truth,13.786227341277542,storm,chemostatic,28
pw,11.22411404327747,unaltered,chemostatic,28
beale,NA,unaltered,chemostatic,28
rating,13.447585633425772,unaltered,chemostatic,28
composite,13.47928443878304,unaltered,chemostatic,28
truth,13.549865959877199,unaltered,chemostatic,28
pw,14.452357070230283,base,dilution,29
beale,NA,base,dilution,29
rating,11.909799636874888,base,dilution,29
composite,11.737463228237754,base,dilution,29
truth,12.417213239655132,base,dilution,29
pw,35.014999775916614,storm,dilution,29
beale,NA,storm,dilution,29
rating,12.352613316089435,storm,dilution,29
composite,11.414777594045747,storm,dilution,29
truth,17.78815717715966,storm,dilution,29
pw,16.759439108895215,unaltered,dilution,29
beale,NA,unaltered,dilution,29
rating,12.161833738379926,unaltered,dilution,29
composite,12.075138400765704,unaltered,dilution,29
truth,13.87491104724007,unaltered,dilution,29
pw,6.0359913441423725,base,enrich,29
beale,NA,base,enrich,29
rating,13.72681545905755,base,enrich,29
composite,13.81467090498149,base,enrich,29
truth,13.896588586679869,base,enrich,29
pw,1.573187345525878,storm,enrich,29
beale,NA,storm,enrich,29
rating,77.19244664591771,storm,enrich,29
composite,77.03512349226439,storm,enrich,29
truth,75.29524719454042,storm,enrich,29
pw,4.0086038156763,unaltered,enrich,29
beale,NA,unaltered,enrich,29
rating,14.228783986550116,unaltered,enrich,29
composite,14.230723608206777,unaltered,enrich,29
truth,13.795116419287488,unaltered,enrich,29
pw,14.6143933040217,base,none,29
beale,NA,base,none,29
rating,16.601783314118784,base,none,29
composite,16.823353029795133,base,none,29
truth,15.82325505460581,base,none,29
pw,7.5321689758426205,storm,none,29
beale,NA,storm,none,29
rating,14.969950466526742,storm,none,29
composite,15.281414076264637,storm,none,29
truth,13.808628712069078,storm,none,29
pw,11.837336379234223,unaltered,none,29
beale,NA,unaltered,none,29
rating,14.321508995305729,unaltered,none,29
composite,14.512610569566666,unaltered,none,29
truth,13.567595828416074,unaltered,none,29
pw,14.117432115963426,base,chemostatic,29
beale,NA,base,chemostatic,29
rating,15.981100559554388,base,chemostatic,29
composite,15.988204486996594,base,chemostatic,29
truth,15.791989844880213,base,chemostatic,29
pw,7.276038217280077,storm,chemostatic,29
beale,NA,storm,chemostatic,29
rating,13.895530891111711,storm,chemostatic,29
composite,13.903984936755684,storm,chemostatic,29
truth,13.761039848235125,storm,chemostatic,29
pw,11.434808773189104,unaltered,chemostatic,29
beale,NA,unaltered,chemostatic,29
rating,13.700720225807986,unaltered,chemostatic,29
composite,13.70593525720399,unaltered,chemostatic,29
truth,13.540411763838545,unaltered,chemostatic,29
pw,14.58101805037217,base,dilution,30
beale,NA,base,dilution,30
rating,12.354031260338786,base,dilution,30
composite,12.701442272224746,base,dilution,30
truth,12.36167859965498,base,dilution,30
pw,34.415148095529915,storm,dilution,30
beale,NA,storm,dilution,30
rating,12.900069905523592,storm,dilution,30
composite,12.903906435439877,storm,dilution,30
truth,17.32483430114966,storm,dilution,30
pw,16.3763494051442,unaltered,dilution,30
beale,NA,unaltered,dilution,30
rating,12.30684973520527,unaltered,dilution,30
composite,12.464911859271673,unaltered,dilution,30
truth,13.734969090866967,unaltered,dilution,30
pw,4.963513123522967,base,enrich,30
beale,NA,base,enrich,30
rating,13.914843683294361,base,enrich,30
composite,13.895613126868213,base,enrich,30
truth,14.036458826525601,base,enrich,30
pw,1.5060137400764426,storm,enrich,30
beale,NA,storm,enrich,30
rating,64.62582386533839,storm,enrich,30
composite,64.68441256171313,storm,enrich,30
truth,74.89306929412994,storm,enrich,30
pw,3.896512948376753,unaltered,enrich,30
beale,NA,unaltered,enrich,30
rating,13.833334366895299,unaltered,enrich,30
composite,13.770493674388172,unaltered,enrich,30
truth,13.718891364749796,unaltered,enrich,30
pw,12.346836339710208,base,none,30
beale,NA,base,none,30
rating,14.378215908844235,base,none,30
composite,15.140929374661146,base,none,30
truth,15.72437728121173,base,none,30
pw,6.371497212104852,storm,none,30
beale,NA,storm,none,30
rating,14.038170699960778,storm,none,30
composite,14.456247747854626,storm,none,30
truth,13.763597129836963,storm,none,30
pw,10.057067784435207,unaltered,none,30
beale,NA,unaltered,none,30
rating,12.60002342830854,unaltered,none,30
composite,13.240174368295358,unaltered,none,30
truth,13.539458619504382,unaltered,none,30
pw,13.954265960790323,base,chemostatic,30
beale,NA,base,chemostatic,30
rating,15.769762008819084,base,chemostatic,30
composite,15.748935983374198,base,chemostatic,30
truth,15.727334744669212,base,chemostatic,30
pw,7.20099985290904,storm,chemostatic,30
beale,NA,storm,chemostatic,30
rating,13.705566637499532,storm,chemostatic,30
composite,13.656262703426375,storm,chemostatic,30
truth,13.749785115622148,storm,chemostatic,30
pw,11.36639336494186,unaltered,chemostatic,30
beale,NA,unaltered,chemostatic,30
rating,13.57453519638448,unaltered,chemostatic,30
composite,13.547288730371879,unaltered,chemostatic,30
truth,13.538401943422656,unaltered,chemostatic,30
pw,14.830626840293847,base,dilution,31
beale,NA,base,dilution,31
rating,12.451176733800972,base,dilution,31
composite,12.649064304224348,base,dilution,31
truth,12.582805564033466,base,dilution,31
pw,35.20730365081561,storm,dilution,31
beale,NA,storm,dilution,31
rating,13.079845171121413,storm,dilution,31
composite,13.15666131994711,storm,dilution,31
truth,17.488992372862253,storm,dilution,31
pw,16.756154438087176,unaltered,dilution,31
beale,NA,unaltered,dilution,31
rating,12.491326326385968,unaltered,dilution,31
composite,12.681084379264513,unaltered,dilution,31
truth,13.694851394550643,unaltered,dilution,31
pw,5.470738816746219,base,enrich,31
beale,NA,base,enrich,31
rating,15.001898815598205,base,enrich,31
composite,14.933976786982848,base,enrich,31
truth,14.629028558916586,base,enrich,31
pw,1.5929087220965619,storm,enrich,31
beale,NA,storm,enrich,31
rating,71.45022547343977,storm,enrich,31
composite,71.62481807939204,storm,enrich,31
truth,76.27987122784701,storm,enrich,31
pw,4.058741020356355,unaltered,enrich,31
beale,NA,unaltered,enrich,31
rating,15.057514295178338,unaltered,enrich,31
composite,15.046219270115149,unaltered,enrich,31
truth,13.99107432760094,unaltered,enrich,31
pw,13.818117630294152,base,none,31
beale,NA,base,none,31
rating,14.560465415464387,base,none,31
composite,15.404492559474916,base,none,31
truth,15.98365854283495,base,none,31
pw,7.0526399851417665,storm,none,31
beale,NA,storm,none,31
rating,12.12880028056327,storm,none,31
composite,13.199387772233608,storm,none,31
truth,13.760142764412471,storm,none,31
pw,11.122981677831152,unaltered,none,31
beale,NA,unaltered,none,31
rating,12.272698811720563,unaltered,none,31
composite,13.010579256465027,unaltered,none,31
truth,13.552333609915655,unaltered,none,31
pw,13.887243738906866,base,chemostatic,31
beale,NA,base,chemostatic,31
rating,15.943028849674057,base,chemostatic,31
composite,15.944677325894293,base,chemostatic,31
truth,15.988733445505414,base,chemostatic,31
pw,7.08792131438378,storm,chemostatic,31
beale,NA,storm,chemostatic,31
rating,13.910668645242398,storm,chemostatic,31
composite,13.892067895504317,storm,chemostatic,31
truth,13.755697734696977,storm,chemostatic,31
pw,11.178625178641518,unaltered,chemostatic,31
beale,NA,unaltered,chemostatic,31
rating,13.551322065394247,unaltered,chemostatic,31
composite,13.54963297762304,unaltered,chemostatic,31
truth,13.554877874111286,unaltered,chemostatic,31
pw,15.119526640212749,base,dilution,32
beale,NA,base,dilution,32
rating,12.082707212657029,base,dilution,32
composite,12.046925379223838,base,dilution,32
truth,12.464941387800375,base,dilution,32
pw,35.58005482731286,storm,dilution,32
beale,NA,storm,dilution,32
rating,13.108858503184988,storm,dilution,32
composite,12.806950778535557,storm,dilution,32
truth,17.38638538959382,storm,dilution,32
pw,16.905116248738445,unaltered,dilution,32
beale,NA,unaltered,dilution,32
rating,12.599700006920099,unaltered,dilution,32
composite,12.877430145239948,unaltered,dilution,32
truth,13.48101589050332,unaltered,dilution,32
pw,6.043083598038567,base,enrich,32
beale,NA,base,enrich,32
rating,14.849336462250685,base,enrich,32
composite,14.926672120075354,base,enrich,32
truth,14.256864002152106,base,enrich,32
pw,1.5101874382716487,storm,enrich,32
beale,NA,storm,enrich,32
rating,61.91621630296238,storm,enrich,32
composite,62.19889041437547,storm,enrich,32
truth,75.55613976799056,storm,enrich,32
pw,3.810902913292726,unaltered,enrich,32
beale,NA,unaltered,enrich,32
rating,13.361974134473112,unaltered,enrich,32
composite,13.430507734923644,unaltered,enrich,32
truth,13.834610509553105,unaltered,enrich,32
pw,13.646531058191723,base,none,32
beale,NA,base,none,32
rating,15.779280639111105,base,none,32
composite,16.072738598988806,base,none,32
truth,15.877498899917601,base,none,32
pw,7.005271233339939,storm,none,32
beale,NA,storm,none,32
rating,14.340867393661124,storm,none,32
composite,14.72560946264679,storm,none,32
truth,13.752581737318552,storm,none,32
pw,11.03428339859439,unaltered,none,32
beale,NA,unaltered,none,32
rating,13.565938960063194,unaltered,none,32
composite,13.82639691753372,unaltered,none,32
truth,13.546516430664417,unaltered,none,32
pw,13.895895364563772,base,chemostatic,32
beale,NA,base,chemostatic,32
rating,15.881487874346679,base,chemostatic,32
composite,15.880786240131648,base,chemostatic,32
truth,15.869854097855768,base,chemostatic,32
pw,7.133279193355627,storm,chemostatic,32
beale,NA,storm,chemostatic,32
rating,13.92718964591773,storm,chemostatic,32
composite,13.983862611339323,storm,chemostatic,32
truth,13.73977242748929,storm,chemostatic,32
pw,11.235913865287344,unaltered,chemostatic,32
beale,NA,unaltered,chemostatic,32
rating,13.579643970949933,unaltered,chemostatic,32
composite,13.584237937345714,unaltered,chemostatic,32
truth,13.540314506682709,unaltered,chemostatic,32
pw,14.727453102998831,base,dilution,33
beale,NA,base,dilution,33
rating,11.90454851894941,base,dilution,33
composite,12.07641082625714,base,dilution,33
truth,12.27311412443939,base,dilution,33
pw,33.111158496159376,storm,dilution,33
beale,NA,storm,dilution,33
rating,12.435915052292449,storm,dilution,33
composite,12.817679554693603,storm,dilution,33
truth,17.223419735159816,storm,dilution,33
pw,15.801587043220321,unaltered,dilution,33
beale,NA,unaltered,dilution,33
rating,11.850424267113354,unaltered,dilution,33
composite,12.117728154033035,unaltered,dilution,33
truth,13.445180578936988,unaltered,dilution,33
pw,5.686200390244401,base,enrich,33
beale,NA,base,enrich,33
rating,12.243942874021329,base,enrich,33
composite,12.364511104304805,base,enrich,33
truth,13.581725711486133,base,enrich,33
pw,1.4346688419091573,storm,enrich,33
beale,NA,storm,enrich,33
rating,51.42325884955002,storm,enrich,33
composite,51.72499287816661,storm,enrich,33
truth,74.29059262046371,storm,enrich,33
pw,3.8125026859713302,unaltered,enrich,33
beale,NA,unaltered,enrich,33
rating,11.86438373180613,unaltered,enrich,33
composite,11.972383533470966,unaltered,enrich,33
truth,13.619959797419613,unaltered,enrich,33
pw,13.742631624292201,base,none,33
beale,NA,base,none,33
rating,15.63439995274278,base,none,33
composite,16.1472295075534,base,none,33
truth,15.558313122721643,base,none,33
pw,7.139027694777465,storm,none,33
beale,NA,storm,none,33
rating,14.350466737867245,storm,none,33
composite,15.119474865526628,storm,none,33
truth,13.538324370157463,storm,none,33
pw,11.246956652705085,unaltered,none,33
beale,NA,unaltered,none,33
rating,13.598632487562817,unaltered,none,33
composite,14.103970276816638,unaltered,none,33
truth,13.451029043159888,unaltered,none,33
pw,13.677243816777386,base,chemostatic,33
beale,NA,base,chemostatic,33
rating,15.539722620501216,base,chemostatic,33
composite,15.60039799577526,base,chemostatic,33
truth,15.621165469538909,base,chemostatic,33
pw,7.105060010747872,storm,chemostatic,33
beale,NA,storm,chemostatic,33
rating,13.70132932318084,storm,chemostatic,33
composite,13.739897322183847,storm,chemostatic,33
truth,13.701526566406098,storm,chemostatic,33
pw,11.193443333215782,unaltered,chemostatic,33
beale,NA,unaltered,chemostatic,33
rating,13.452201352862433,unaltered,chemostatic,33
composite,13.507512415535299,unaltered,chemostatic,33
truth,13.517705696979183,unaltered,chemostatic,33
pw,15.538159181444456,base,dilution,34
beale,NA,base,dilution,34
rating,12.190482589591427,base,dilution,34
composite,12.214496392774238,base,dilution,34
truth,12.434585548534844,base,dilution,34
pw,35.35528599029343,storm,dilution,34
beale,NA,storm,dilution,34
rating,12.812980288916096,storm,dilution,34
composite,11.79429434426979,storm,dilution,34
truth,20.449169753314372,storm,dilution,34
pw,16.513426766094533,unaltered,dilution,34
beale,NA,unaltered,dilution,34
rating,12.195299904645863,unaltered,dilution,34
composite,12.207784309905934,unaltered,dilution,34
truth,14.030071891136926,unaltered,dilution,34
pw,6.490372719220478,base,enrich,34
beale,NA,base,enrich,34
rating,13.481173239290916,base,enrich,34
composite,13.530367299156408,base,enrich,34
truth,14.04782023152862,base,enrich,34
pw,1.5495463920550265,storm,enrich,34
beale,NA,storm,enrich,34
rating,61.951364432114744,storm,enrich,34
composite,62.13345179678517,storm,enrich,34
truth,74.84157785916224,storm,enrich,34
pw,3.9293226304274085,unaltered,enrich,34
beale,NA,unaltered,enrich,34
rating,13.593578118222812,unaltered,enrich,34
composite,13.60913142887012,unaltered,enrich,34
truth,13.826248901101474,unaltered,enrich,34
pw,12.928800449340734,base,none,34
beale,NA,base,none,34
rating,13.313448033977178,base,none,34
composite,13.639565608368294,base,none,34
truth,15.772072540182226,base,none,34
pw,6.6439577285777425,storm,none,34
beale,NA,storm,none,34
rating,10.71041510170664,storm,none,34
composite,10.720648847652441,storm,none,34
truth,13.691509419767323,storm,none,34
pw,10.42523019705968,unaltered,none,34
beale,NA,unaltered,none,34
rating,11.247071276037618,unaltered,none,34
composite,11.481903886553141,unaltered,none,34
truth,13.50063825641457,unaltered,none,34
pw,13.877627208249093,base,chemostatic,34
beale,NA,base,chemostatic,34
rating,15.508259510262974,base,chemostatic,34
composite,15.519856932698715,base,chemostatic,34
truth,15.80345265650587,base,chemostatic,34
pw,7.131548584560984,storm,chemostatic,34
beale,NA,storm,chemostatic,34
rating,13.313738449000262,storm,chemostatic,34
composite,13.248074817690283,storm,chemostatic,34
truth,13.718788714963766,storm,chemostatic,34
pw,11.190323402535993,unaltered,chemostatic,34
beale,NA,unaltered,chemostatic,34
rating,13.249467386090164,unaltered,chemostatic,34
composite,13.250505615265538,unaltered,chemostatic,34
truth,13.526256547525646,unaltered,chemostatic,34
pw,14.387388084388277,base,dilution,35
beale,NA,base,dilution,35
rating,11.762809803680632,base,dilution,35
composite,11.872617082269649,base,dilution,35
truth,12.28612339120076,base,dilution,35
pw,32.8973999164773,storm,dilution,35
beale,NA,storm,dilution,35
rating,12.40761411814368,storm,dilution,35
composite,12.143452290558251,storm,dilution,35
truth,17.05186467381517,storm,dilution,35
pw,15.677584696969403,unaltered,dilution,35
beale,NA,unaltered,dilution,35
rating,11.825220274835331,unaltered,dilution,35
composite,12.02201744974419,unaltered,dilution,35
truth,13.374353425694283,unaltered,dilution,35
pw,5.751705625610824,base,enrich,35
beale,NA,base,enrich,35
rating,13.029543589826792,base,enrich,35
composite,12.957206424609412,base,enrich,35
truth,13.743471528139485,base,enrich,35
pw,1.4528835917424283,storm,enrich,35
