datetime,IS_spCond,IS_NO3,IS_discharge
2015-10-03T02:18:00Z,0.6717764901999999,0.025,3.8058
2015-10-03T02:33:00Z,0.6711480743999999,0.025,3.8058
2015-10-03T02:47:00Z,0.6724049059999999,0.025,3.8058
2015-10-03T03:03:00Z,0.6717764901999999,0.025,3.8058
2015-10-03T03:18:00Z,0.6717764901999999,0.024,3.8058
2015-10-03T03:33:00Z,0.6730333218,0.025,3.8058
2015-10-03T03:47:00Z,0.6730333218,0.026,3.8058
2015-10-03T04:03:00Z,0.6736617376,0.024,3.8058
2015-10-03T04:18:00Z,0.6730333218,0.024,3.8058
2015-10-03T04:33:00Z,0.6724049059999999,0.024,3.8058
2015-10-03T04:47:00Z,0.6749185691999999,0.023,3.8058
2015-10-03T05:03:00Z,0.6749185691999999,0.023,3.8058
2015-10-03T05:18:00Z,0.6749185691999999,0.025,3.8058
2015-10-03T05:33:00Z,0.6749185691999999,0.025,3.8058
2015-10-03T05:47:00Z,0.6749185691999999,0.024,3.4292
2015-10-03T06:03:00Z,0.6749185691999999,0.025,3.4292
2015-10-03T06:18:00Z,0.675546985,0.024,3.4292
2015-10-03T06:33:00Z,0.6742901534,0.023,3.4292
2015-10-03T06:47:00Z,0.6761754007999999,0.025,3.4292
2015-10-03T07:03:00Z,0.6749185691999999,0.024,3.4292
2015-10-03T07:18:00Z,0.6768038165999999,0.024,3.4292
2015-10-03T07:33:00Z,0.6761754007999999,0.024,2.7439
2015-10-03T07:47:00Z,0.6780606481999999,0.023,2.7439
2015-10-03T08:03:00Z,0.678689064,0.023,2.7439
2015-10-03T08:18:00Z,0.6774322324,0.022,2.7439
2015-10-03T08:33:00Z,0.678689064,0.023,2.7439
2015-10-03T08:47:00Z,0.6780606481999999,0.023,2.7439
2015-10-03T09:03:00Z,0.6799458956,0.023,2.7439
2015-10-03T09:18:00Z,0.6805743113999999,0.022,2.7439
2015-10-03T09:33:00Z,0.6812027272,0.022,2.7439
2015-10-03T09:47:00Z,0.6830879745999999,0.022,2.7439
2015-10-03T10:03:00Z,0.6824595587999999,0.022,2.7439
